name,gs_email,gender,country,sector,npubs,hindex,hindex5y,i10index,i10index5y,citedby,s2npubs
"Kim, Kyung Ho",,M,,,,,,,,,142
"Kim, Kyung Hoon",@khu.ac.kr,,KR,EDU,239,13,11,14,12,1339,67
"Kim, Kyungjoo",@sandia.gov,M,US,GOV,21,8,7,8,7,155,23
"Kim, Martha A.",@cs.columbia.edu,F,US,EDU,60,13,10,14,12,904,36
"Kim, Min-Soo",@dgist.ac.kr,M,KR,EDU,91,15,12,22,18,1060,46
"Kim, Minho",,M,,,,,,,,,91
"Kim, Minkyu",,M,KR,GOV,,,,,,,93
"Kim, Miryung",@cs.ucla.edu,F,US,EDU,89,27,26,40,38,3084,81
"Kim, Nam Sung",@illinois.edu,M,US,EDU,187,34,26,58,47,6788,157
"Kim, Namho",@snu.ac.kr,M,KR,EDU,1,1,1,0,0,1,43
"Kim, Sang-Hoon",@vt.edu,M,US,EDU,15,5,4,3,3,80,198
"Kim, Sangwook",@skku.edu,M,US,EDU,6,6,6,3,3,88,102
"Kim, Seikwon",,M,KR,EDU,2,1,1,0,0,3,3
"Kim, Seongbeom",@buffalo.edu,M,US,EDU,12,8,8,6,6,423,18
"Kim, Seongmin",@kaist.ac.kr,M,KR,EDU,6,4,4,3,3,64,91
"Kim, Seulbae",@korea.ac.kr,M,KR,EDU,3,1,1,0,0,1,3
"Kim, Songkuk",,M,KR,EDU,7,6,3,5,3,714,25
"Kim, Soontae",@kaist.ac.kr,M,KR,EDU,111,19,15,42,30,1261,78
"Kim, Su Yong",,,,,,,,,,,13
"Kim, Sung",,M,US,EDU,,,,,,,351
"Kim, Sung-Hun",@csl.skku.edu,M,US,EDU,4,2,2,2,2,27,77
"Kim, Sungmin",@skku.edu,M,US,EDU,26,14,14,17,16,726,126
"Kim, Taeeun",,F,,,,,,,,,32
"Kim, Taehoon",@kaist.ac.kr,M,KR,EDU,3,1,1,0,0,1,149
"Kim, Taejeong",,M,KR,EDU,,,,,,,32
"Kim, Taesoo",@gatech.edu,M,US,EDU,611,33,25,150,103,5659,128
"Kim, Wonbae",@unist.ac.kr,M,KR,EDU,2,0,0,0,0,0,4
"Kim, Woo-Hwan",,,KR,GOV,,,,,,,15
"Kim, Wook-Hee",@unist.ac.kr,,KR,EDU,6,3,3,2,2,51,6
"Kim, Yongdae",@kaist.ac.kr,M,KR,EDU,141,36,28,68,54,5137,153
"Kim, Yoonseung",,M,KR,EDU,,,,,,,3
"Kim, Younghoon",,M,,,,,,,,,112
"Kim, Youngjae",@sogang.ac.kr,M,KR,EDU,50,18,18,25,25,1709,127
"Kim, Youngsok",@snu.ac.kr,M,KR,EDU,7,4,4,3,3,66,8
"Kimelfeld, Benny",@cs.technion.ac.il,M,IL,EDU,88,22,18,42,31,1737,89
"Kimovski, Dragi",,M,,,,,,,,,21
"Kimura, Hideaki",@cs.brown.edu,M,US,COM,28,10,10,10,10,855,101
"Kincaid, Zachary",@cs.princeton.edu,M,US,EDU,21,8,7,8,7,271,27
"Kindratenko, Volodymyr",@illinois.edu,M,US,EDU,112,20,14,36,19,1858,
"King, Alistair",@caida.org,M,US,GOV,14,7,7,5,5,188,24
"King, Irwin",@cse.cuhk.edu.hk,M,HK,EDU,458,52,42,166,114,10965,346
"Kini, Dileep",@illinois.edu,M,US,EDU,14,6,6,4,4,116,15
"Kinsy, Michel",@bu.edu,M,US,EDU,40,11,10,13,10,453,
"Kintis, Panagiotis",,M,US,EDU,,,,,,,7
"Kirda, Engin",@ccs.neu.edu,M,US,EDU,249,56,50,109,92,13762,181
"Kirkpatrick, Christine",,F,,,,,,,,,
"Kirsch, Christoph",@cs.uni-salzburg.at,M,AT,EDU,144,25,17,48,30,2745,
"Kiseleva, Julia",@tue.nl,F,NL,EDU,33,8,8,4,4,145,
"Kislal, Orhan",@psu.edu,M,US,EDU,4,2,2,0,0,5,7
"Kisner, Sherman",,M,US,EDU,,,,,,,10
"Kissinger, Thomas",,M,DE,EDU,,,,,,,35
"Kitowski, Jacek",@agh.edu.pl,M,PL,EDU,289,16,9,36,9,1196,
"Kittur, Aniket",@cs.cmu.edu,M,US,EDU,99,35,34,55,51,7344,91
"Kjeldsberg, Per Gunnar",@ntnu.no,M,NO,EDU,56,14,7,18,5,1114,40
"Kjolstad, Fredrik",@csail.mit.edu,M,US,EDU,12,7,7,5,4,142,12
"Klaassen, Uma",,F,,,,,,,,,
"Klarman, Uri",,M,US,EDU,,,,,,,2
"Klasky, Scott",@ornl.gov,M,US,EDU,287,34,28,96,71,4406,185
"Klawonn, Axel",@math.uni-koeln.de,M,DE,EDU,122,27,21,50,38,2745,
"Klein, Cristian",@cs.umu.se,M,SE,EDU,44,10,9,10,9,312,36
"Klein, Kevin",,M,,,,,,,,,26
"Klein, Michael",,M,,,,,,,,,
"Kleinberg, Jon",@cs.cornell.edu,M,US,EDU,434,95,72,196,171,66378,382
"Klemm, Michael",@dontknow.de,M,DE,EDU,60,9,8,9,8,497,
"Klenk, Benjamin",@ziti.uni-heidelberg.de,M,DE,EDU,11,3,3,1,1,32,8
"Kleppmann, Martin",@cl.cam.ac.uk,M,UK,EDU,15,4,4,1,1,55,10
"Klimovic, Ana",@stanford.edu,F,US,EDU,7,2,2,1,1,118,9
"Kline, Donald",@pitt.edu,M,US,EDU,6,3,3,0,0,18,14
"Klinec, Dusan",@mail.muni.cz,M,,COM,5,1,1,0,0,7,5
"Kling, Peter",@sfu.ca,M,DE,EDU,30,8,8,5,5,161,64
"Kliot, Gabriel",@google.com,M,,COM,35,14,13,16,14,1087,32
"Kloeckner, Andreas",@illinois.edu,M,US,EDU,30,9,9,8,8,917,
"Kloosterman, John",@umich.edu,M,US,EDU,1,1,1,0,0,6,9
"Klooß, Michael",,M,US,EDU,,,,,,,1
"Kluge, Michael",@tu-dresden.de,M,DE,EDU,25,6,5,4,2,103,
"Klymko, Christine",@llnl.gov,F,US,GOV,17,8,8,6,6,234,18
"Klüppelholz, Sascha",@tcs.inf.tu-dresden.de,M,DE,EDU,48,12,11,16,12,436,46
"Knepley, Matthew",@buffalo.edu,M,US,EDU,131,19,17,32,27,5608,
"Knepper, Sarah",,F,,COM,,,,,,,23
"Knight, Samuel",,M,,,,,,,,,5
"Knottenbelt, William",@doc.ic.ac.uk,M,UK,EDU,197,28,17,67,35,2599,137
"Knowles, Peter",@cardiff.ac.uk,M,UK,EDU,166,57,29,108,64,23377,106
"Knuepfer, Andreas",@tu-dresden.de,M,DE,EDU,102,15,13,21,14,1128,
"Ko, Gihyuk",@andrew.cmu.edu,M,US,EDU,3,7,2,0,0,7,3
"Ko, Hsien-Ju",,M,,,,,,,,,
"Ko, Steven Y.",@buffalo.edu,M,US,EDU,69,19,14,21,18,1335,67
"Kobeissi, Nadim",@nadim.computer,M,FR,EDU,8,4,4,3,3,51,10
"Kobren, Ari",@cs.umass.edu,M,US,EDU,7,3,3,1,1,21,23
"Kobusinska, Anna",@cs.put.poznan.pl,F,PL,EDU,48,6,4,3,2,104,
"Koch, Andy",,M,,,,,,,,,4
"Koch, Christoph",@epfl.ch,M,CH,EDU,165,42,26,84,61,5977,189
"Koch, Simon",,M,DE,EDU,,,,,,,8
"Kocsis, Mihai",,M,,,,,,,,,7
"Kode, Ushasree",,F,,,,,,,,,1
"Kodi, Avinash",@ohio.edu,M,US,EDU,118,20,16,34,24,1000,
"Koehly, Laura",,F,US,GOV,,,,,,,73
"Koenig, Gregory",,M,,,,,,,,,34
"Koeplinger, David",@stanford.edu,M,US,EDU,7,4,4,3,3,49,6
"Kogan, Alex",@oracle.com,M,US,COM,32,9,9,9,9,451,47
"Kogan, Dmitry",@cs.stanford.edu,M,US,EDU,4,1,1,1,1,20,6
"Kogan, Kirill",@imdea.org,M,ES,EDU,52,13,13,17,16,437,
"Kogias, Eleftherios Kokoris",,M,,,,,,,,,11
"Kogias, Marios",,M,CH,EDU,,,,,,,1
"Koh, Changyoung",,M,KR,EDU,,,,,,,2
"Koh, Cheng-Kok",,M,US,EDU,,,,,,,184
"Koh, Sungjoon",,NA,,,,,,,,,1
"Kohler, Eddie",@seas.harvard.edu,M,US,EDU,143,46,31,77,57,12521,
"Kohlweiss, Markulf",@microsoft.com,M,,COM,105,29,27,50,48,2990,78
"Kohno, Tadayoshi",@cs.washington.edu,M,US,EDU,229,54,47,108,98,11891,163
"Koibuchi, Michihiro",@nii.ac.jp,M,JP,EDU,409,22,19,51,29,1847,161
"Kolda, Tamara G.",@sandia.gov,F,US,GOV,189,44,36,80,64,12392,
"Koldehofe, Boris",@kom.tu-darmstadt.de,M,DE,EDU,94,22,20,35,30,1468,82
"Kolesnikov, Vladimir",@research.bell-labs.com,M,,COM,142,23,20,37,33,2137,87
"Koley, Bikash",,M,,,,,,,,,13
"Koll, David",@cs.uni-goettingen.de,M,DE,EDU,13,4,4,4,4,54,13
"Koller, Bastian",,M,,,,,,,,,
"Koller, Ricardo",@us.ibm.com,M,US,COM,28,10,10,10,10,672,24
"Kolli, Aasheesh",@umich.edu,M,US,EDU,12,5,5,5,5,102,8
"Kolodziej, Joanna",@pk.edu.pl,F,PL,EDU,180,27,26,46,42,2018,
"Koltsidas, Ioannis",,M,,,,,,,,,27
"Komatsu, Kazuhiko",,M,JP,EDU,,,,,,,22
"Kommireddy, Akhilesh",@cse.iitb.ac.in,M,IN,EDU,1,0,0,0,0,0,1
"Komu, Miika",@aalto.fi,M,FI,EDU,59,11,8,15,8,384,39
"Kon, Fabio",@ime.usp.br,M,BR,EDU,324,28,17,77,35,4179,
"Konagurthu, Arun",,M,,,,,,,,,
"Kondameedi, Vineetha",,F,,,,,,,,,1
"Kondo, Masaaki",@hal.ipc.iu-tokyo.ac.jp,M,JP,EDU,172,15,12,32,14,998,115
"Kong, Deguang",@yahoo-inc.com,M,,COM,43,11,11,16,16,565,
"Kong, Deqian",@bjtu.edu.cn,M,US,EDU,1,0,0,0,0,0,3
"Kong, Jun",@emory.edu,M,US,EDU,115,24,21,38,36,1642,245
"Kong, Lingyan",,F,,,,,,,,,34
"Kong, Weize",@cs.umass.edu,M,US,EDU,12,6,6,5,5,109,
"Kong, Xiangnan",@wpi.edu,M,US,EDU,68,20,20,31,31,1358,128
"Koning, Koen",@vu.nl,M,NL,EDU,3,2,2,0,0,14,8
"Konka, Pavan",,M,,,,,,,,,1
"Kono, Kenji",@ics.keio.ac.jp,M,JP,EDU,151,15,8,22,8,994,196
"Konomis, Dimitris",,M,,,,,,,,,3
"Konradi, Alex",,M,,,,,,,,,1
"Konstantinidis, George",@cs.ox.ac.uk,M,UK,EDU,15,6,5,6,4,148,40
"Konstantinou, Alexander V.",,M,,,,,,,,,
"Konstanty, Steven",,M,,,,,,,,,1
"Kontchakov, Roman",@dcs.bbk.ac.uk,M,UK,EDU,90,24,20,45,35,2257,102
"Kontovasilis, Kimon",,M,,,,,,,,,50
"Konwar, Kishori",@mit.edu,M,US,EDU,67,16,14,19,16,972,54
"Koo, Donghun",,M,,,,,,,,,4
"Koo, Gunjae",@usc.edu,M,US,EDU,10,3,3,2,2,47,10
"Koo, Jinkyu",@purdue.edu,M,US,EDU,39,8,7,7,5,243,14
"Kooper, Rob",,M,,,,,,,,,
"Kopinsky, Justin",,M,US,EDU,,,,,,,8
"Koponen, Teemu",,M,,,,,,,,,
"Korczynski, David",@cs.ox.ac.uk,M,UK,EDU,3,1,1,0,0,3,3
"Korczyński, Maciej",,M,,,,,,,,,40
"Koren, Israel",@ecs.umass.edu,M,US,EDU,350,41,22,145,64,8486,246
"Koren, Yehuda",,M,,,,,,,,,
"Korhonen, Janne H.",@aalto.fi,M,FI,EDU,19,6,6,6,6,170,25
"Kormann, Katharina",@ipp.mpg.de,F,DE,GOV,34,7,7,5,4,202,22
"Kornmayer, Harald",,M,,,,,,,,,
"Korth, Hank",@lehigh.edu,M,US,EDU,222,46,20,91,37,14894,
"Kosar, Tevfik",@buffalo.edu,M,US,EDU,127,20,13,36,23,1541,
"Kosba, Ahmed",@cs.umd.edu,M,US,EDU,24,12,12,12,12,881,25
"Koskinen, Eric",,M,,,,,,,,,42
"Koslovski, Guilherme",@joinville.udesc.br,M,BR,EDU,69,8,7,8,4,270,18
"Kossmann, Donald",,M,,,,,,,,,227
"Kostic, Dejan",@kth.se,M,SE,EDU,86,25,20,39,31,3911,176
"Kot, Lucja",,F,,,,,,,,,
"Kotalik, Justin",,M,US,EDU,,,,,,,12
"Kotaru, Manikanta",,M,US,EDU,,,,,,,7
"Kothapalli, Kishore",@iiit.ac.in,M,IN,EDU,99,14,13,25,19,757,94
"Kotla, Ramakrishna",,M,,,31,15,13,16,14,1216,
"Kotov, Alexander",@wayne.edu,M,US,EDU,39,11,10,11,10,428,
"Kotowicz, Krzysztof",,M,,COM,,,,,,,3
"Kotra, Jagadish",@cse.psu.edu,M,US,EDU,8,3,3,1,1,31,3
"Kotselidis, Christos",@manchester.ac.uk,M,UK,EDU,35,9,8,9,6,523,29
"Kotsogiannis, Ios",@cs.duke.edu,M,US,EDU,4,1,1,0,0,8,4
"Kotz, David",@cs.dartmouth.edu,M,US,EDU,316,67,38,157,90,18176,
"Kotzias, Platon",@imdea.org,M,ES,EDU,9,6,6,3,3,72,7
"Kou, Ngai Meng",@umac.mo,M,MO,EDU,4,3,3,0,0,23,8
"Kouki, Pigi",@ucsc.edu,F,US,EDU,13,3,3,1,1,43,7
"Kounev, Samuel",@kit.edu,M,US,EDU,225,27,23,77,64,3048,
"Kountouras, Athanasios",@gatech.edu,M,US,EDU,5,1,1,0,0,6,3
"Kouranov, Fedor",,M,,,,,,,,,1
"Kourtellis, Nicolas",@mail.usf.edu,M,,COM,57,12,11,15,14,472,57
"Kourtis, Kornilios",@zurich.ibm.com,M,CH,COM,30,11,11,11,11,1282,42
"Koushanfar, Farinaz",@ucsd.edu,F,US,EDU,231,39,35,89,78,14390,197
"Koustsonikolas, Dimitrios",,M,,,,,,,,,
"Koutis, Ioannis",@upr.edu,M,US,EDU,39,16,14,22,16,1111,
"Koutra, Danai",@umich.edu,F,US,EDU,73,18,18,22,22,1161,72
"Koutris, Paraschos",@cs.washington.edu,M,US,EDU,38,12,12,12,12,509,38
"Koutris, Paris",,M,,,,,,,,,
"Koutsonikolas, Dimitrios",@buffalo.edu,M,US,EDU,80,19,15,31,25,1670,86
"Kouwe, Erik Van Der",@cs.vu.nl,M,NL,EDU,14,3,3,0,0,25,15
"Kovatch, Patricia",@mssm.edu,F,US,EDU,24,9,6,7,2,426,
"Kowalczyk, Ryszard",@swin.edu.au,M,AU,EDU,240,27,19,68,37,2655,178
"Kowalski, Karol",@pnnl.gov,M,US,GOV,200,44,26,104,70,8303,81
"Koziol, Quincey",,M,,,,,,,,,19
"Koziolek, Anne",@kit.edu,F,US,EDU,72,17,17,31,25,1099,
"Koziolek, Heiko",@de.abb.com,M,,COM,127,25,21,52,39,2772,
"Koziris, Nectarios",@cslab.ece.ntua.gr,M,GR,EDU,232,25,22,52,32,3131,207
"Kozuch, Michael A.",@cmu.edu,M,,COM,139,43,35,81,72,6045,101
"Kozyrakis, Christos",@stanford.edu,M,US,EDU,237,61,44,124,103,13848,167
"KöSe, SelçUk",@usf.edu,M,US,EDU,51,13,12,17,15,536,40
"Krafczyk, Matthew",,M,,,,,,,,,
"Krafft, Peter",@mit.edu,M,US,EDU,13,3,3,2,2,37,92
"Kramer, Lucas",,M,,,,,,,,,6
"Kramer, Stefan",@in.tum.de,M,DE,EDU,260,34,23,89,52,4810,
"Kranakis, Evangelos",@scs.carleton.ca,M,CA,EDU,443,46,27,147,76,8420,
"Kranzlmueller, Dieter",,M,,,,,,,,,
"Krasic, Charles",,M,,,,,,,,,38
"Kraska, Tim",@cs.berkeley.edu,M,US,EDU,90,26,25,37,36,3208,175
"Krause, Alexander",,M,DE,EDU,,,,,,,27
"Krause, Rolf",,M,,,,,,,,,
"Krauthgamer, Robert",@weizmann.ac.il,M,IL,EDU,126,31,24,67,52,3498,
"Kravets, Robin",@illinois.edu,F,US,EDU,165,39,27,72,48,7445,
"Kreuter, Ben",,M,,COM,,,,,,,5
"Krieger, Orran",@bu.edu,M,US,EDU,,,,,,,
"Krim, Hamid",@ncsu.edu,M,US,EDU,298,34,20,82,41,8098,189
"Krintz, Chandra",,F,US,EDU,,,,,,,147
"Krishna, Tushar",@ece.gatech.edu,M,US,EDU,36,13,13,18,17,2592,66
"Krishnamani, Venkittaraman Pallipuram",,M,,,,,,,,,
"Krishnamoorthy, Sriram",@pnnl.gov,M,US,GOV,153,25,22,59,46,2984,187
"Krishnamurthy, Akshay",@cs.umass.edu,M,US,EDU,45,13,13,17,17,601,67
"Krishnamurthy, Arvind",@cs.washington.edu,M,US,EDU,213,54,40,113,81,11097,435
"Krishnamurthy, Diwakar",@ucalgary.ca,M,CA,EDU,57,16,14,20,16,813,75
"Krishnamurthy, Rajasekar",@us.ibm.com,M,US,COM,70,24,17,33,27,2988,
"Krishnamurthy, Sailesh",,M,,,,,,,,,
"Krishnamurthy, Srikanth",@cs.ucr.edu,M,US,EDU,248,50,34,132,100,9291,218
"Krishnan, Akhil",,M,CA,EDU,,,,,,,4
"Krishnan, Ganesh",,M,,,,,,,,,14
"Krishnan, Ram",@utsa.edu,M,US,EDU,27,13,11,16,14,669,
"Kristensen, Erik Krogh",@cs.au.dk,M,DK,EDU,2,1,1,0,0,2,11
"Kristensen, Mads Ruben Burgdorff",@nbi.dk,M,DK,EDU,22,6,5,2,2,97,14
"Kronbichler, Martin",@lnm.mw.tum.de,M,DE,EDU,54,11,11,12,12,655,114
"Kronenfeld, Nathan",,M,,,,,,,,,5
"Krstovski, Kriste",,M,,,,,,,,,
"Kruegel, Christopher",@cs.ucsb.edu,M,US,EDU,322,77,65,173,162,21959,281
"Krupp, Johannes",@mmci.uni-saarland.de,M,DE,GOV,8,4,4,2,2,53,45
"Kruschwitz, Udo",@essex.ac.uk,M,UK,EDU,186,19,14,36,23,1064,
"Krüger, Thorben",,M,DE,EDU,,,,,,,3
"Kuang, Kun",@mails.tsinghua.edu.cn,M,CN,EDU,4,1,1,0,0,4,8
"Kubiatowicz, John",@cs.berkeley.edu,M,US,EDU,202,51,31,97,59,23121,162
"Kucera, Martin",@tuwien.ac.at,M,CH,EDU,37,8,8,7,7,215,41
"Kuck, David",,M,,COM,149,36,13,65,15,8846,84
"Kuenning, Geoff",@cs.hmc.edu,M,US,EDU,,,,,,,
"Kuenzer, Simon",,M,DE,COM,,,,,,,7
"Kugve, Rohit",,M,,,,,,,,,2
"Kuhn, Fabian",@informatik.uni-freiburg.de,M,DE,EDU,142,36,30,75,64,6420,175
"Kuhn, Matthieu",,M,FR,EDU,,,,,,,16
"Kuhn, Michael",@tik.ee.ethz.ch,M,DE,EDU,22,10,7,10,7,468,125
"Kuhnle, Alan",@ufl.edu,M,US,EDU,15,4,3,0,0,30,15
"Kukkonen, Jussi",,M,,,,,,,,,
"Kulik, Joanna",,F,,,,,,,,,16
"Kulkarni, Chinmay",@cs.utah.edu,M,US,EDU,1,0,0,0,0,0,46
"Kulkarni, Milind",@purdue.edu,M,US,EDU,125,17,16,26,22,1692,65
"Kulkarni, Purushottam",@cse.iitb.ac.in,M,IN,EDU,70,20,15,32,23,2726,68
"Kulkarni, Sachin",,M,,,,,,,,,28
"Kulkarni, Sameer G.",,M,DE,EDU,,,,,,,6
"Kulkarni, Sandeep",@cse.msu.edu,M,US,EDU,317,33,19,70,39,4808,187
"Kulkarni, Vinay",@tcs.com,M,,COM,133,13,12,20,14,694,147
"Kum, Hye-Chung",@tamu.edu,F,US,EDU,52,14,11,17,12,635,
"Kumano, Tatsuo",,M,,,,,,,,,3
"Kumar, Akash",@tu-dresden.de,M,DE,EDU,158,21,18,45,37,1783,150
"Kumar, Arun",,M,US,EDU,26,11,11,11,11,753,652
"Kumar, Ashish",,M,IN,EDU,,,,,,,308
"Kumar, Harendra",,M,,,,,,,,,97
"Kumar, Jitendra",@climatemodeling.org,M,US,,103,10,9,10,9,565,136
"Kumar, Mohan",,M,US,EDU,,,,,,,327
"Kumar, Mohit",@wayne.edu,M,US,EDU,2,0,0,0,0,0,265
"Kumar, Naveen",,M,,,,,,,,,328
"Kumar, Pradeep",@email.gwu.edu,M,US,EDU,1,1,1,0,0,4,557
"Kumar, Pranith",@gatech.edu,M,US,EDU,5,3,3,1,1,36,12
"Kumar, Rakesh",@illinois.edu,M,US,EDU,83,29,26,48,40,4599,426
"Kumar, Rakesh",@ed.ac.uk,M,UK,EDU,10,5,5,2,2,50,532
"Kumar, Ravi",@google.com,M,,COM,210,73,54,154,125,34218,518
"Kumar, Sanjeev",@cs.princeton.edu,M,US,EDU,51,22,18,31,23,4896,
"Kumar, Sidharth",@sci.utah.edu,M,US,EDU,15,6,6,5,5,108,16
"Kumar, Snehasish",@sfu.ca,M,CA,EDU,10,4,4,4,4,88,11
"Kumar, Srijan",@cs.stanford.edu,M,US,EDU,21,7,7,5,5,157,
"Kumar, Subodh",,M,IN,EDU,,,,,,,348
"Kumar, Suraj",@inria.fr,M,FR,EDU,7,4,4,2,2,82,30
"Kumar, Swarun",@cmu.edu,M,US,EDU,31,10,10,11,11,501,27
"Kumar, Vineet",@in.ibm.com,M,IN,COM,3,1,1,1,1,92,320
"Kumar, Vipin",,M,,,,,,,,,
"Kumaran, Kalyan",@alcf.anl.gov,M,US,GOV,34,11,10,11,10,430,23
"Kumbhare, Alok",@usc.edu,M,US,EDU,22,9,9,9,9,473,5
"Kumlehn, Andreas",,M,,,,,,,,,3
"Kundu, Ashish",@us.ibm.com,M,US,COM,115,15,13,16,15,909,
"Kundu, Sandip",@ecs.umass.edu,M,US,EDU,375,33,17,104,53,3811,
"Kung, Jaeha",@gatech.edu,M,US,EDU,18,4,4,2,2,57,17
"Kunjir, Mayuresh",@cs.duke.edu,M,US,EDU,9,4,3,1,1,44,9
"Kunkel, Julian",@dkrz.de,M,DE,GOV,83,12,11,16,12,556,
"Kunnoth, Subhash",,M,,COM,,,,,,,1
"Kuno, Harumi",,F,,,,,,,,,
"Kunz, Josh",@kunz.xyz,M,US,EDU,3,1,1,0,0,5,11
"Kuppusamy, Trishank Karthik",@nyu.edu,M,US,EDU,16,4,4,1,1,73,14
"Kuraj, Ivan",,M,US,EDU,,,,,,,15
"Kuramitsu, Kimio",,M,,,,,,,,,33
"Kurc, Tahsin",,M,US,EDU,,,,,,,222
"Kurland, Oren",,M,IL,EDU,,,,,,,71
"Kurniawan, Daniar H.",@std.stei.itb.ac.id,M,ID,EDU,3,1,1,0,0,1,4
"Kurt, Mehmet",,M,,,,,,,,,
"Kurt, Sureyya Emre",@osu.edu,M,US,EDU,1,0,0,0,0,0,1
"Kurth, Thorsten",@lbl.gov,M,US,GOV,60,15,14,18,18,1850,17
"Kurtz, Stuart A.",,M,US,EDU,,,,,,,50
"Kuszmaul, Bradley",@mit.edu,M,US,EDU,106,25,14,35,19,4914,68
"Kutlu, Mucahid",@qu.edu.qa,M,QA,EDU,19,6,6,2,2,81,
"Kutzbach, Mark",@census.gov,M,US,GOV,18,7,7,6,6,189,7
"Kuvaiskii, Dmitrii",@tu-dresden.de,M,DE,EDU,12,4,4,0,0,30,16
"Kuzmanovic, Aleksandar",@northwestern.edu,M,US,EDU,75,27,22,34,32,2852,86
"Kuznetsov, Petr",@telecom-paristech.fr,M,FR,EDU,127,21,16,39,26,2413,114
"Kwiat, Kevin",,F,US,GOV,,,,,,,174
"Kwiatkowska, Marta",@comlab.ox.ac.uk,F,UK,EDU,424,55,38,168,118,12240,333
"Kwok, James T.",@cse.ust.hk,M,HK,EDU,198,52,42,122,98,10942,212
"Kwok, Ricky",@hku.hk,M,HK,EDU,365,44,29,128,66,12471,
"Kwon, Albert",@mit.edu,M,US,EDU,14,9,9,9,9,305,33
"Kwon, Bum Jun",@umd.edu,M,US,EDU,3,1,1,1,1,16,4
"Kwon, Donghyun",@sor.snu.ac.kr,M,KR,EDU,8,3,3,3,3,84,13
"Kwon, Hyoukjun",@gatech.edu,M,US,EDU,6,1,1,0,0,1,6
"Kwon, Miryeong",,F,,,,,,,,,4
"Kwon, Yongchul",@cs.washington.edu,M,US,EDU,29,16,16,19,18,1264,
"Kwon, Yonghwi",,M,US,EDU,,,,,,,17
"Kwon, Youngjin",@cs.utexas.edu,M,US,EDU,9,4,4,2,2,83,15
"Kwon, Yujin",@kaist.ac.kr,F,KR,EDU,4,1,1,0,0,2,21
"Köpf, Boris",@imdea.org,M,ES,EDU,40,18,16,21,18,1257,33
"Köstler, Harald",,M,,,,,,,,,
"Küsters, Ralf",,M,DE,EDU,,,,,,,100
"Küttler, Martin",,M,DE,EDU,,,,,,,5
"Kıcı, Rami Gökhan",,M,,,,,,,,,2
"Laat, Cees De",@uva.nl,M,NL,EDU,411,31,23,108,63,4827,48
"Labarta, Jesus",@bsc.es,M,ES,GOV,512,41,30,168,85,8090,373
"Labernia, Fabien",@dauphine.fr,M,FR,EDU,9,2,2,0,0,5,5
"Labrinidis, Alexandros",@cs.pitt.edu,M,US,EDU,147,26,17,52,28,3220,
"Labrèche, François",,M,CA,EDU,,,,,,,2
"Lacy, Steve",,M,,,,,,,,,5
"Lafferty, John",,M,US,EDU,,,,,,,154
"Lafond, Manuel",@uottawa.ca,M,CA,EDU,30,7,7,4,4,143,34
"Lafond, Sebastien",@abo.fi,M,FI,EDU,55,10,9,11,8,304,
"Lagun, Dmitry",@google.com,M,,COM,29,10,10,10,10,425,
"Laguna, Ignacio",@llnl.gov,M,US,GOV,54,10,8,10,8,271,43
"Lahav, Ori",@mpi-sws.org,M,DE,GOV,37,9,9,9,9,207,68
"Lahiri, Kanishka",@amd.com,M,,COM,49,24,14,32,20,2652,42
"Lai, Kwun Ping",,,HK,EDU,,,,,,,2
"Lai, Ted Tsung-Te",@meraki.com,M,,COM,14,6,6,6,6,428,11
"Lai, Yuanming",,M,,,,,,,,,4
"Lai, Zeqi",@purdue.edu,M,CN,EDU,5,3,3,2,2,53,7
"Laine, Kim",,M,,COM,,,,,,,53
"Lakew, Ewnetu Bayuh",@cs.umu.se,M,SE,EDU,16,5,5,2,2,93,18
"Lakhotia, Kartik",@usc.edu,M,US,EDU,5,1,1,0,0,2,6
"Lakkaraju, Himabindu",@stanford.edu,F,US,EDU,24,9,9,8,8,278,29
"Lakshman, T. V.",@research.bell-labs.com,M,,COM,308,66,37,140,100,18127,165
"Lakshmanan, Laks",@cs.ubc.ca,M,CA,EDU,269,64,39,132,93,13819,
"Lal, Akash",@microsoft.com,M,,COM,96,19,16,30,25,1143,62
"Lal, Sohan",@tu-berlin.de,M,DE,EDU,5,2,2,1,1,43,16
"Lalanda, Philippe",@imag.fr,M,FR,EDU,152,20,13,38,21,1532,
"Lallemand, Joseph",,M,FR,EDU,,,,,,,5
"Lalmas, Mounia",@acm.org,F,,,296,43,21,151,67,6497,288
"Lam, Vinh The",,M,US,EDU,,,,,,,14
"Lam, Wai",@se.cuhk.edu.hk,M,HK,EDU,251,37,24,93,51,5721,223
"Lama, Palden",@utsa.edu,M,US,EDU,26,11,11,13,13,442,24
"Lamond, Will",,M,,,,,,,,,
"Lamotte, Wim",@uhasselt.be,M,BE,EDU,127,13,9,19,8,755,97
"Lamprier, Sylvain",,M,,,,,,,,,
"Lan, Guohao",@cse.unsw.edu.au,M,AU,EDU,5,2,2,0,0,7,16
"Lan, Haidong",,M,,,,,,,,,7
"Lan, Yanyan",@ict.ac.cn,F,CN,EDU,67,16,15,20,20,870,77
"Lan, Zhiling",@iit.edu,F,US,EDU,110,26,21,51,41,1714,100
"Landgraf, Joshua",,M,US,EDU,,,,,,,5
"Landsberg, Sandy",,F,,,,,,,,,
"Landsiedel, Olaf",@chalmers.se,M,SE,EDU,100,18,15,25,18,1395,89
