name,gs_email,gender,country,sector,npubs,hindex,hindex5y,i10index,i10index5y,citedby,s2npubs
"Lang, Kevin",,M,,,,,,,,,193
"Lang, Michael K.",@lanl.gov,M,US,GOV,70,14,13,22,16,1130,11
"Lange, John Jack",,M,,,,,,,,,
"Langen, Kai",,M,CH,EDU,,,,,,,3
"Langer, Akhil",@illinois.edu,M,,COM,34,7,7,6,6,318,33
"Langevin, Scott",,M,,,,,,,,,65
"Langguth, Johannes",@simula.no,M,NO,GOV,26,6,6,3,3,121,25
"Langley, Adam",,M,,,,,,,,,80
"Langou, Julien",@ucdenver.edu,M,US,EDU,131,27,22,50,37,3546,92
"Lank, Edward",@uwaterloo.ca,M,CA,EDU,115,20,14,32,21,1390,93
"Lankes, Stefan",@eonerc.rwth-aachen.de,M,DE,EDU,77,12,9,16,9,487,66
"Lanzi, Andrea",@unimi.it,M,IT,EDU,46,17,17,23,22,1828,
"Lao, Ni",@google.com,M,,COM,34,13,12,18,14,1500,
"Lao, Xun",,M,,,,,,,,,5
"Laoutaris, Nikolaos",@datatransparencylab.org,M,,,115,28,24,50,42,3325,120
"Laporte, Léa",@insa-lyon.fr,F,FR,EDU,17,2,2,1,1,45,
"Laporte, Vincent",,M,,,,,,,,,59
"Lappas, Theodoros",@stevens.edu,M,US,EDU,48,13,13,14,14,1060,
"Lapukhov, Petr",,M,,,,,,,,,5
"Lara, Eyal De",@cs.toronto.edu,M,US,EDU,108,34,28,59,43,4808,97
"Larisch, James",@g.harvard.edu,M,US,EDU,1,1,1,0,0,2,4
"Larkin, Jeff",,M,,,,,,,,,
"Larmore, Lawrence L.",@unlv.edu,M,US,EDU,189,25,14,62,20,2394,137
"Laros, James",@sandia.gov,M,US,GOV,93,11,10,13,10,600,23
"Larrea, Verónica Vergara",,F,,,,,,,,,
"Larsen, Birger",@hum.aau.dk,M,DK,EDU,196,22,14,48,22,1401,
"Larsen, Per",@uci.edu,M,US,EDU,41,12,12,12,12,569,86
"Larson, Martha",@tudelft.nl,F,NL,EDU,228,28,26,74,62,3115,
"Larus, James",@larusstone.org,M,CH,EDU,306,60,35,134,80,16450,136
"Larus-Stone, Nicholas",,M,US,EDU,,,,,,,2
"Lascorz, Alberto Delmas",,M,CA,EDU,,,,,,,4
"Lascu, Andrei",,M,UK,EDU,,,,,,,5
"Lastovetsky, Alexey",@ucd.ie,M,IE,EDU,160,24,15,63,32,1910,
"Latecki, Longin Jan",@temple.edu,M,US,EDU,300,43,33,120,80,7847,
"Latham, Robert",@mcs.anl.gov,M,US,GOV,84,21,17,39,31,1882,117
"Lathia, Neal",@skyscanner.net,M,,COM,58,21,21,27,27,1945,
"Latif, Hatem",,M,,,,,,,,,
"Latimer, Dairsie",,M,,,,,,,,,
"Lattanzi, Silvio",@google.com,M,,COM,54,15,14,23,22,1215,51
"Lau, Francis C. M.",@cs.hku.hk,M,HK,EDU,490,36,26,132,74,5653,35
"Laudon, James",,M,,,,,,,,,30
"Lauinger, Tobias",,M,US,EDU,,,,,,,15
"Laure, Erwin",@pdc.kth.se,M,SE,EDU,172,20,12,32,15,3110,
"Laurent, Anne",@univ-montp2.fr,F,FR,EDU,257,20,16,46,26,1573,
"Laurent, Nicolas",@uclouvain.be,M,BE,EDU,6,3,3,0,0,13,37
"Laurenzano, Michael",@eecs.umich.edu,M,US,EDU,58,17,17,24,21,1014,55
"Laurie, Ben",@google.com,M,,COM,89,19,16,28,22,1876,40
"Lautenschlager, Florian",,M,,,,,,,,,3
"Lavrijsen, Wim",,M,US,GOV,,,,,,,7
"Law, James",,M,,,,,,,,,103
"Lawall, Julia",@diku.edu,F,FR,GOV,210,34,22,77,41,4017,172
"Lawthers, Peter",,M,,COM,,,,,,,2
"Lazarevic, Aleksandar",,M,,,,,,,,,
"Le, Diemthu",,M,,,,,,,,,8
"Le, Franck",,M,US,COM,,,,,,,45
"Le, Trung",@deakin.edu.au,M,AU,EDU,69,9,9,7,6,246,76
"Le, Yanfang",,F,US,EDU,,,,,,,4
"Le-Goff, Nicolas",,M,,,,,,,,,14
"Lea, Doug",@cs.oswego.edu,M,US,EDU,157,23,12,41,13,4689,
"Leary, Chris",,M,,,,,,,,,3
"Lease, Matt",@utexas.edu,M,US,EDU,109,26,22,49,41,2655,
"Leather, Hugh",@inf.ed.ac.uk,M,UK,EDU,35,10,10,12,12,452,56
"Lebeane, Michael",@utexas.edu,M,US,EDU,9,3,3,0,0,19,12
"Lebeck, Alvin R.",@cs.duke.edu,M,US,EDU,126,36,21,57,34,6297,112
"Lebeck, Alvy",,M,,,,,,,,,
"Lebeck, Kiron",,M,US,EDU,,,,,,,10
"Lebedev, Ilia",@csail.mit.edu,M,US,EDU,19,7,7,6,5,252,16
"Leblay, Julien",@aist.go.jp,M,JP,GOV,17,6,6,5,5,163,
"Leblond, Stevens",@mpi-sws.org,M,DE,GOV,15,10,10,10,10,507,18
"Lebre, Adrien",@inria.fr,M,FR,EDU,68,10,8,10,8,389,
"Leckie, Christopher",@unimelb.edu.au,M,AU,EDU,263,36,27,107,86,6133,238
"Lecuyer, Mathias",@cs.columbia.edu,M,US,EDU,9,3,3,3,3,119,11
"Ledoux, Franck",@cea.fr,M,FR,GOV,46,10,8,10,8,222,18
"Lee, Benjamin C.",@duke.edu,M,US,EDU,65,22,21,32,24,3817,107
"Lee, Byoungyoung",@purdue.edu,M,US,EDU,16,9,9,8,7,188,21
"Lee, Chanhee",,M,KR,EDU,,,,,,,29
"Lee, Chia-Jung",,F,,,,,,,,,
"Lee, Chunghan",@jp.fujitsu.com,M,,COM,23,2,2,1,1,37,10
"Lee, Danny H.",@gatech.edu,M,US,EDU,4,3,3,3,2,58,39
"Lee, Dik Lun",@cse.ust.hk,M,HK,EDU,215,50,28,115,58,8518,199
"Lee, Donggi",,M,,,,,,,,,75
"Lee, Donghyuk",@nvidia.com,M,,COM,43,16,15,17,16,1145,47
"Lee, Dongsoo",,M,KR,GOV,,,,,,,73
"Lee, Dongyoon",@vt.edu,M,US,EDU,14,8,8,8,8,456,20
"Lee, Doowon",@umich.edu,M,US,EDU,10,2,2,1,1,21,22
"Lee, Eojin",@snu.ac.kr,M,KR,EDU,4,0,0,0,0,0,4
"Lee, Eun Kyung",@us.ibm.com,M,US,EDU,28,10,10,11,11,335,155
"Lee, Gil",@ufl.edu,M,US,EDU,15,5,3,2,1,53,7
"Lee, Gregory L.",,M,US,GOV,,,,,,,24
"Lee, Gyu-Hyeon",,M,KR,EDU,,,,,,,2
"Lee, Heejo",@korea.ac.kr,M,KR,EDU,539,32,25,112,84,6202,155
"Lee, Hsien-Hsin Sean",,M,,,,,,,,,
"Lee, Hyun Ryong",,M,US,EDU,,,,,,,1
"Lee, I-Ting Angelina",@wustl.edu,F,US,EDU,21,8,7,7,5,201,27
"Lee, Jae",,M,,,,,,,,,
"Lee, Jae W.",@snu.ac.kr,M,KR,EDU,36,15,14,16,15,3359,162
"Lee, Jaegyu",@intel.com,M,,COM,13,8,8,8,8,631,1
"Lee, Jaehwan",@cs.umd.edu,M,KR,EDU,20,9,7,9,5,298,85
"Lee, Jaejin",@snu.ac.kr,M,KR,EDU,103,29,19,47,33,3095,206
"Lee, Jaemin",,,,,,,,,,,44
"Lee, Jaewon",@postech.ac.kr,M,KR,EDU,7,4,4,4,4,105,260
"Lee, Jeongkeun",@barefootnetworks.com,M,,COM,90,21,19,32,30,1799,62
"Lee, Jeongyoon",,M,,,,,,,,,
"Lee, Jinpil",,M,,,,,,,,,
"Lee, John",,M,US,EDU,,,,,,,106
"Lee, Joonwon",,M,US,EDU,,,,,,,106
"Lee, Juneyoung",,M,KR,EDU,,,,,,,185
"Lee, Junghee",@utsa.edu,M,US,EDU,33,8,8,8,8,263,158
"Lee, Kisung",@lsu.edu,M,US,EDU,31,10,10,11,11,307,95
"Lee, Kyu Hyung",@uga.edu,M,US,EDU,19,8,7,7,6,391,28
"Lee, Kyumin",@usu.edu,M,US,EDU,52,15,15,19,17,2390,
"Lee, Kyungyong",@acis.ufl.edu,M,KR,EDU,16,7,6,5,4,95,32
"Lee, Patrick P. C.",@cse.cuhk.edu.hk,M,HK,EDU,113,26,26,49,48,2727,134
"Lee, Ruby B.",@princeton.edu,F,US,EDU,302,45,29,123,63,8008,164
"Lee, Sael",@sunykorea.ac.kr,F,KR,EDU,52,13,11,13,11,623,51
"Lee, Sangho",@gatech.edu,M,US,EDU,25,9,9,7,6,478,53
"Lee, Sangkeun",@ornl.gov,M,US,GOV,65,10,10,12,11,415,3
"Lee, Se Kwon",,M,,,,,,,,,2
"Lee, Seokki",,M,US,EDU,,,,,,,10
"Lee, Seongjin",@hanyang.ac.kr,M,KR,EDU,32,6,6,5,5,181,34
"Lee, Seonyoung",,F,KR,EDU,,,,,,,32
"Lee, Seungsoo",@kaist.ac.kr,M,KR,EDU,5,2,2,1,1,15,31
"Lee, Seungyoung",,M,,COM,,,,,,,33
"Lee, Seyong",@ornl.gov,M,US,GOV,39,12,12,14,14,1386,48
"Lee, Shin-Ying",,M,US,EDU,,,,,,,10
"Lee, Suk-Bok",,M,,,,,,,,,23
"Lee, Sukhan",,M,KR,EDU,,,,,,,268
"Lee, Sung-Ju",@kaist.ac.kr,M,KR,EDU,178,45,31,85,62,12180,
"Lee, Sungjin",@csail.mit.edu,M,US,EDU,32,11,11,12,12,703,114
"Lee, Sunwoo",@eecs.northwestern.edu,M,US,EDU,3,1,1,0,0,1,39
"Lee, Victor",@intel.com,M,,COM,99,18,16,24,18,3257,
"Lee, Victor W.",@intel.com,M,,COM,128,20,16,30,20,3551,45
"Lee, Vincent T.",,M,US,EDU,,,,,,,50
"Lee, Wang-Chien",@cse.psu.edu,M,US,EDU,299,56,40,178,134,10924,337
"Lee, Wenke",@cc.gatech.edu,M,US,EDU,244,76,63,153,131,27426,310
"Lee, Wonchan",@uiowa.edu,M,US,EDU,56,16,13,20,16,652,20
"Lee, Yann-Hang",,M,,,,,,,,,117
"Lee, Yebin",,M,KR,EDU,,,,,,,8
"Lee, Yeonjoon",@indiana.edu,M,US,EDU,8,5,5,5,5,188,10
"Lee, Yongmyung",,,,,,,,,,,2
"Lee, Young Choon",@mq.edu.au,M,AU,EDU,95,23,23,38,33,2834,274
"Lee, Youngmoon",@umich.edu,M,US,EDU,4,1,1,0,0,8,5
"Lee, Yunseong",,M,,,,,,,,,15
"Leesatapornwongsa, Tanakorn",@cs.uchicago.edu,M,US,EDU,9,5,5,4,4,128,11
"Leeser, Miriam",,F,,,,,,,,,
"Leeuwaarden, Johan S. H. Van",@tue.nl,M,NL,EDU,207,21,17,45,35,1500,92
"Lefevre, Jeff",@soe.ucsc.edu,M,US,EDU,13,7,6,5,4,213,25
"Lefevre, Kristen",,F,,,,,,,,,
"Lefevre, Laurent",,M,,,,,,,,,201
"Lefèvre, Laurent",,M,FR,EDU,,,,,,,201
"Legout, Vincent",@legout.info,M,US,EDU,11,5,5,1,1,46,9
"Legrand, Arnaud",@imag.fr,M,FR,EDU,179,24,18,54,29,3951,145
"Legtchenko, Sergey",@microsoft.com,M,,COM,13,4,4,4,4,109,10
"Lehmann, Anja",@zurich.ibm.com,F,CH,COM,87,16,14,22,19,726,61
"Lehmann, Irina",,F,DE,EDU,,,,,,,102
"Lehner, Wolfgang",@tu-dresden.de,M,DE,EDU,461,32,23,104,73,4100,413
"Lehri, Harshal Tushar",,M,US,EDU,,,,,,,1
"Lei, Chuan",,M,,COM,14,7,7,4,4,86,23
"Lei, Dongming",,M,US,EDU,,,,,,,3
"Lei, Hui",@us.ibm.com,M,US,COM,188,37,27,72,46,5385,
"Lei, Lingguang",,F,CN,EDU,,,,,,,8
"Leidel, John",@ttu.edu,M,US,EDU,17,3,3,2,2,30,
"Leininger, Matthew",,M,US,GOV,,,,,,,10
"Leis, Viktor",@in.tum.de,M,DE,EDU,19,9,9,9,9,289,32
"Leiserson, Charles E.",@mit.edu,M,US,EDU,317,57,35,126,77,66644,186
"Leiserson, William M.",,M,US,EDU,,,,,,,31
"Leitner, Philipp",@ifi.uzh.ch,M,CH,EDU,107,23,22,43,39,1910,115
"Lekies, Sebastian",,M,,COM,,,,,,,16
"Lelarge, Marc",@ens.fr,M,FR,EDU,105,24,21,41,31,1507,
"Lemarchand, Laurent",@univ-brest.fr,M,FR,EDU,39,5,4,2,1,98,18
"Lemarinier, Pierre",,M,,,,,,,,,
"Leme, Renato Paes",@cs.cornell.edu,M,,COM,42,15,15,17,17,725,46
"Lempiäinen, Tuomo",@aalto.fi,M,FI,EDU,12,5,4,3,3,73,10
"Len, Julia",,F,US,EDU,,,,,,,2
"Leners, Joshua B.",,M,,,,,,,,,11
"Leng, Jiabing",,,,,,,,,,,2
"Lengauer, Philipp",,M,AT,EDU,,,,,,,13
"Lengler, Johannes",@inf.ethz.ch,M,CH,EDU,40,7,7,5,5,146,44
"Lenharth, Andrew",@ices.utexas.edu,M,US,EDU,28,10,10,11,10,875,
"Lenk, Alexander",@lenkmail.de,M,DE,COM,25,8,8,8,7,941,
"Lent, Ricardo",@uh.edu,M,US,EDU,96,17,14,23,18,1359,
"Leon, Edgar A.",@cs.unm.edu,M,US,GOV,40,7,5,4,3,160,32
"Leong, Ben",@comp.nus.edu.sg,M,SG,EDU,52,17,16,26,22,4015,86
"Leong, Wai Kay",@comp.nus.edu.sg,M,SG,EDU,16,6,6,5,5,117,11
"Leontiadis, Ilias",@cl.cam.ac.uk,M,,COM,,,,,,,41
"Leontiadis, Nektarios",@fb.com,M,,COM,13,6,6,6,6,275,14
"Lepers, Baptiste",@epfl.ch,M,CH,EDU,14,6,6,6,6,296,12
"Lerch, Johannes",@cs.tu-darmstadt.de,M,DE,EDU,10,4,4,3,3,64,13
"Lerman, Kristina",@isi.edu,F,US,EDU,219,47,34,105,81,7425,
"Lerner, Ada",@wellesley.edu,F,US,EDU,7,3,3,2,2,67,3
"Lerner, Alberto",,M,,,,,,,,,
"Lerner, Sorin",@cs.ucsd.edu,M,US,EDU,78,25,22,37,30,2887,
"Leroy, Xavier",@inria.fr,M,FR,EDU,169,46,27,85,49,8384,340
"Leskes, Boaz",,M,,,,,,,,,3
"Leskovec, Jure",@cs.stanford.edu,M,US,EDU,265,73,70,141,136,33745,228
"Lesniewski-Lass, Chris",,M,,,,,,,,,14
"Lesokhin, Ilya",,M,IL,EDU,,,,,,,2
"Letsios, Dimitris",@imperial.ac.uk,M,UK,EDU,24,8,7,6,5,172,
"Lettieri, Giuseppe",@unipi.it,M,IT,EDU,60,9,6,9,5,366,33
"Leung, Derek",@i2r.a-star.edu.sg,M,US,EDU,26,10,10,11,10,433,9
"Leung, Vitus J.",,M,US,GOV,,,,,,,38
"Leuschner, Linda",,F,DE,EDU,,,,,,,5
"Lev, Yossi",@oracle.com,M,US,COM,42,19,17,23,20,1998,40
"Levandoski, Justin",@microsoft.com,M,,COM,52,17,17,23,22,1248,45
"Levchenko, Kirill",@cs.ucsd.edu,M,US,EDU,67,24,23,33,29,3257,65
"Levendovszky, Tihamer",,M,,,208,20,15,41,22,1751,
"Levenhagen, Michael",,M,US,GOV,,,,,,,15
"Lever, Charles",@gatech.edu,M,US,EDU,10,6,6,6,6,164,21
"Lever, Chaz",@gatech.edu,M,US,EDU,10,5,4,3,3,108,5
"Levi, Gabriel",,F,,,,,,,,,21
"Levin, Dave",@cs.umd.edu,M,US,EDU,61,16,13,20,19,1022,102
"Levine, Brian N.",@cs.umass.edu,M,US,EDU,128,47,34,72,59,16228,145
"Levis, Philip",@cs.stanford.edu,M,US,EDU,197,53,40,98,78,21102,167
"Levitt, James",,M,US,EDU,,,,,,,27
"Levy, Amit",,M,US,EDU,,,,,,,36
"Levy, Scott",@sandia.gov,M,US,GOV,33,5,5,2,2,94,34
"Lezzi, Daniele",@bsc.es,M,ES,GOV,44,12,8,15,7,358,
"Lhoták, Ondřej",,M,CA,EDU,,,,,,,89
"Li, Ang",@pnnl.gov,M,US,GOV,17,3,3,1,1,38,388
"Li, Baochun",@ece.toronto.edu,M,US,EDU,438,72,51,219,176,15643,379
"Li, Bin",@fudan.edu.cn,M,CN,EDU,50,17,15,23,19,1472,1694
"Li, Bingchao",,,,,,,,,,,5
"Li, Bo",@uga.edu,M,US,EDU,4,2,2,0,0,9,1128
"Li, Bo",@vt.edu,M,US,EDU,23,6,5,3,3,95,12
"Li, Bo",@tsinghua.edu.cn,M,CN,EDU,30,13,11,13,11,1251,1128
"Li, Bojie",@microsoft.com,M,,COM,5,3,3,1,1,38,21
"Li, Changzhi",@ttu.edu,M,US,EDU,210,29,27,72,68,3064,127
"Li, Chao",,F,US,EDU,,,,,,,1020
"Li, Chen",,M,,,,,,,,,395
"Li, Cheng-Te",,M,,,,,,,,,
"Li, Cheng1",@umich.edu,F,US,EDU,11,3,3,3,3,64,
"Li, Cheng2",@deakin.edu.au,M,AU,EDU,18,2,2,0,0,19,68
"Li, Chengkai",@uta.edu,M,US,EDU,67,21,17,32,26,1859,
"Li, Chenliang",@whu.edu.cn,M,CN,EDU,16,9,9,9,9,543,
"Li, Chongrong",,,CN,EDU,,,,,,,23
"Li, Conglong",@cs.cmu.edu,M,US,EDU,4,2,2,2,2,39,5
"Li, Dong",@ucmerced.edu,M,US,EDU,59,16,16,23,22,1064,1537
"Li, Dongsheng",@nudt.edu.cn,M,CN,EDU,152,16,11,25,14,887,194
"Li, Dongwei",,M,CN,EDU,,,,,,,72
"Li, Fangfan",@husky.neu.edu,M,US,EDU,4,2,2,1,1,19,3
"Li, Feifei",@cs.utah.edu,M,US,EDU,97,29,28,41,39,3927,115
"Li, Fengan",,M,,COM,,,,,,,2
"Li, Frank",@berkeley.edu,M,US,EDU,15,7,7,7,7,484,50
"Li, Fuliang",,M,CN,EDU,,,,,,,55
"Li, Guangpu",@ouhsc.edu,M,US,EDU,174,27,18,48,32,3077,50
"Li, Guanpeng",@ece.ubc.ca,M,CA,EDU,8,4,4,2,2,72,15
"Li, Guo",,M,US,EDU,,,,,,,429
"Li, Guoliang",@tsinghua.edu.cn,M,CN,EDU,172,32,31,81,69,3776,313
"Li, Hai",,F,US,EDU,,,,,,,232
"Li, Hang",@huawei.com,M,,COM,380,52,39,133,110,10884,
"Li, Hangyu",,,,,,,,,,,26
"Li, Harry Huan",,M,,,,,,,,,13
"Li, Hongbo",@ucr.edu,M,US,EDU,3,1,1,0,0,4,397
"Li, Hongda",@clemson.edu,M,US,EDU,6,2,2,2,2,30,78
"Li, Hongliang",,M,,,,,,,,,504
"Li, Huaicheng",@cs.uchicago.edu,M,US,EDU,1,1,1,0,0,5,6
"Li, Huang",,,,,,,,,,,133
"Li, Huayu",@uncc.edu,F,US,EDU,13,5,5,2,2,80,38
"Li, Hui",@cs.hku.hk,M,HK,EDU,7,2,2,1,1,17,2392
"Li, Hui",@pkusz.edu.cn,M,CN,EDU,167,15,15,31,25,1021,2392
"Li, Hui",@mail.xidian.edu.cn,M,CN,EDU,258,27,26,91,84,3844,
"Li, Huiba",,M,,,27,4,4,2,2,77,14
"Li, Jason",,M,US,EDU,,,,,,,24
"Li, Jerry",@mit.edu,M,US,EDU,20,6,6,5,5,128,39
"Li, Ji",@usc.edu,M,US,EDU,22,6,6,1,1,76,540
"Li, Jiajia",@gatech.edu,F,US,EDU,7,4,3,2,2,49,129
"Li, Jiajun",,M,CN,EDU,1,0,0,0,0,0,82
"Li, Jialin",,M,US,EDU,,,,,,,36
"Li, Jian",@tsinghua.edu.cn,M,CN,EDU,9,6,6,5,5,205,1142
"Li, Jian",@tulane.edu,M,US,EDU,317,53,38,180,138,9604,1142
"Li, Jianbo",@alumni.rutgers.edu,M,US,EDU,21,6,6,6,6,220,113
"Li, Jianda",,,HK,EDU,,,,,,,8
"Li, Jiang",,M,US,EDU,,,,,,,656
"Li, Jianjun",,,CN,EDU,,,,,,,431
"Li, Jianping",,M,US,EDU,,,,,,,137
"Li, Jianxin",@act.buaa.edu.cn,M,CN,EDU,82,18,15,26,19,1233,
"Li, Jiaxin",,M,US,EDU,,,,,,,117
"Li, Jie",,M,,,,,,,,,1785
"Li, Jin",@microsoft.com,M,,COM,410,48,34,183,117,9168,491
"Li, Jinfeng",@cse.cuhk.edu.hk,M,HK,EDU,8,4,4,1,1,52,219
"Li, Jing",,M,US,EDU,,,,,,,2823
"Li, Jinming",,M,,COM,,,,,,,222
"Li, Jinyang1",,M,,,,,,,,,17
"Li, Jinyang2",@cs.nyu.edu,F,US,EDU,51,29,23,34,29,8582,103
"Li, Jiuyong",@unisa.edu.au,M,AU,EDU,160,26,22,56,45,2626,
"Li, Juan",,,,,,,,,,,1059
"Li, Juanru",@sjtu.edu.cn,M,CN,EDU,433,30,25,124,93,4441,38
"Li, Junnan",,M,CN,EDU,1,0,0,0,0,0,44
"Li, Justin D.",,M,,,,,,,,,9
"Li, Kai",@cs.princeton.edu,M,US,EDU,639,75,37,182,121,30733,415
"Li, Kai",@eecs.ucf.edu,M,US,EDU,15,5,5,1,1,60,
"Li, Kaiwei",@mails.tsinghua.edu.cn,M,CN,EDU,6,3,3,2,2,61,31
"Li, Kang",@cs.uga.edu,M,US,EDU,1405,21,15,43,22,2365,
"Li, Kedan",,M,US,EDU,,,,,,,5
"Li, Kejiao",,,CN,EDU,,,,,,,3
"Li, Lei",@hfut.edu.cn,M,CN,EDU,,,,,,,1389
"Li, Leisheng",,M,CN,EDU,,,,,,,5
"Li, Li",@osu.edu,M,US,EDU,13,4,4,2,2,101,3054
"Li, Li Erran",@cs.columbia.edu,M,US,EDU,155,45,37,93,78,13482,103
"Li, Liangda",@gatech.edu,M,US,EDU,14,7,7,6,6,259,
"Li, Liangyue",@asu.edu,M,US,EDU,19,7,7,7,7,179,24
"Li, Lingda",@bnl.gov,F,US,GOV,9,2,2,1,1,35,15
"Li, Long",,M,,COM,,,,,,,208
"Li, Luyu",,,,,,,,,,,10
"Li, Mao-Lin",,M,US,EDU,,,,,,,9
"Li, Mengyuan",,F,US,EDU,,,,,,,51
"Li, Min",@cn.ibm.com,F,US,EDU,30,12,11,16,14,540,1514
"Li, Mingda",@g.ucla.edu,M,US,EDU,6,2,2,0,0,7,44
"Li, Mingshu",,M,,,,,,,,,111
"Li, Mingzhe",@cse.ohio-state.edu,M,US,EDU,15,6,6,3,3,103,93
"Li, Minming",,M,HK,EDU,,,,,,,124
"Li, Mo",@ntu.edu.sg,M,SG,EDU,123,32,31,63,61,4914,
"Li, Na",@seas.harvard.edu,F,US,EDU,46,17,17,24,24,1650,1252
"Li, Ninghui",@cs.purdue.edu,M,US,EDU,177,58,42,100,91,12705,214
"Li, Peipei",,F,,,,,,,,,
"Li, Pengcheng",@cs.rochester.edu,M,,COM,21,4,4,0,0,33,83
"Li, Piji",@se.cuhk.edu.hk,M,HK,EDU,22,7,5,4,4,131,19
"Li, Ping",,M,US,EDU,,,,,,,1394
"Li, Qi",,M,CN,EDU,,,,,,,302
"Li, Qiang",,M,,,,,,,,,1395
"Li, Renchuan",,,,COM,,,,,,,1
"Li, Richard",@cs.utah.edu,M,US,EDU,2,1,1,0,0,7,54
"Li, Rui",@google.com,M,,COM,21,11,11,11,11,1345,
"Li, Runhui",@cse.cuhk.edu.hk,M,HK,EDU,8,5,5,5,5,122,14
"Li, Shaomeng",@ucar.edu,M,US,EDU,7,2,2,0,0,8,10
"Li, Sheng",@intel.com,M,,COM,41,12,10,13,10,2326,36
"Li, Shigang",@ict.ac.cn,M,CN,EDU,20,5,4,2,2,84,
"Li, Shih-Wei",,M,US,EDU,,,,,,,8
"Li, Shuai",@ucl.ac.uk,M,UK,EDU,73,10,9,10,8,457,
"Li, Shuangchen",@ece.ucsb.edu,M,US,EDU,30,9,9,9,9,484,29
"Li, Shupan",,,,,,,,,,,4
"Li, Sihuan",,M,US,EDU,,,,,,,4
"Li, Siyang",,F,CN,EDU,,,,,,,31
"Li, Song",@lehigh.edu,M,US,EDU,1,1,1,0,0,1,513
"Li, Tao",,M,US,EDU,,,,,,,177
"Li, Tongxin",@pku.edu.cn,M,CN,EDU,14,4,4,3,3,77,43
"Li, Wei",,M,AU,EDU,,,,,,,2952
"Li, Weichao",@comp.polyu.edu.hk,M,HK,EDU,78,12,10,18,11,518,25
"Li, Weigang",,M,,COM,,,,,,,77
"Li, X. Sherry",@lbl.gov,F,US,GOV,204,31,23,58,39,5422,
"Li, Xi",,M,,,,,,,,,546
"Li, Xi",@ustc.edu.cn,M,CN,EDU,36,11,11,14,13,342,546
"Li, Xia",,,,,,,,,,,562
"Li, Xiang",,F,,,,,,,,,1597
"Li, Xiangqi",,F,,,,,,,,,43
"Li, Xiangyang",,M,CN,EDU,,,,,,,108
"Li, Xiaoguang",@ustc.edu.cn,M,CN,EDU,587,47,36,200,127,9164,366
"Li, Xiaoli",,M,US,EDU,,,,,,,17
"Li, Xiaolu",,,,,,,,,,,95
"Li, Xiaopeng",@connect.ust.hk,M,HK,EDU,4,2,2,0,0,8,142
"Li, Xiaosheng",,M,US,EDU,,,,,,,22
"Li, Xiaowei",@ict.ac.cn,M,CN,EDU,1831,30,21,114,66,4612,394
"Li, Xiaoye",,F,US,GOV,,,,,,,30
"Li, Xiaoye Sherry",@lbl.gov,F,US,GOV,315,31,22,60,41,5223,83
"Li, Xiaoyu",,F,CN,EDU,,,,,,,198
"Li, Xiaozhou",@barefootnetworks.com,M,,COM,12,9,8,8,8,294,108
"Li, Xin",,M,,,,,,,,,829
"Li, Xin",@mails.tsinghua.edu.cn,M,CN,EDU,11,3,3,0,0,25,14
"Li, Xu",,M,CN,EDU,,,,,,,713
"Li, Xueqi",@ucdavis.edu,M,CN,EDU,11,3,3,1,1,30,50
"Li, Xueqing",@tsinghua.edu.cn,M,CN,EDU,71,15,15,30,30,850,159
"Li, Yahui",,,,,,,,,,,76
"Li, Yaliang",@baidu.com,M,,COM,22,9,9,9,9,411,27
"Li, Yan",,M,,,,,,,,,2773
"Li, Yan",@ucsc.edu,M,US,EDU,13,6,6,3,3,87,2773
"Li, Yan",@umich.edu,M,US,EDU,13,7,7,6,6,124,2773
"Li, Yanen",@illinois.edu,M,US,EDU,25,11,11,13,12,945,
"Li, Yang",@andrew.cmu.edu,M,US,EDU,8,4,4,3,2,50,2007
"Li, Yang1",,,,,,,,,,,2007
"Li, Yang2",,,,,,,,,,,
"Li, Yanhua",@wpi.edu,M,US,EDU,49,15,14,23,21,708,
"Li, Yi",@umich.edu,M,SG,EDU,16,9,9,9,8,270,1424
"Li, Yin",,M,US,EDU,,,,,,,268
"Li, Yinan",@cs.wisc.edu,M,US,EDU,17,10,10,11,10,646,
"Li, Yiwen",,M,US,EDU,,,,,,,156
"Li, Yong",,M,,,,,,,,,1386
"Li, Yong",@tsinghua.edu.cn,M,CN,EDU,173,28,28,66,66,3026,1386
"Li, Yongkun",,M,CN,EDU,,,,,,,184
"Li, Youhuizi",,F,CN,EDU,,,,,,,12
"Li, Yuanbing",,,,,,,,,,,4
"Li, Yuanjie",@cs.ucla.edu,M,US,EDU,26,6,6,6,6,218,55
"Li, Yuchen",@comp.nus.edu.sg,M,SG,EDU,7,2,2,2,2,41,81
"Li, Yue",@cs.au.dk,F,DK,EDU,11,7,7,4,4,111,408
"Li, Yunbo",,M,,,,,,,,,89
"Li, Yunchun",@email.arizona.edu,M,CN,EDU,27,5,5,1,1,66,47
"Li, Zengxiang",,M,,,,,,,,,34
"Li, Zhaoshi",,M,CN,EDU,,,,,,,7
"Li, Zhe",@syr.edu,M,US,EDU,14,3,3,0,0,31,54
"Li, Zhen",,,,,,,,,,,997
"Li, Zhenguo",,M,,COM,,,,,,,69
"Li, Zhenhua",@tsinghua.edu.cn,M,CN,EDU,49,13,11,14,12,588,311
"Li, Zhenhui",@ist.psu.edu,F,US,EDU,37,19,19,23,23,1620,
