name,gs_email,role,key
"Wolff, Ran",@yahoo-inc.com,pc,KDD_17
"Wong, Raymond Chi-Wing",@cse.ust.hk,pc,KDD_17
"Wong, Weng-Keen",,pc,KDD_17
"Wu, Jungie",,pc,KDD_17
"Wu, Xindong",@louisiana.edu,pc,KDD_17
"Wu, Xintao",@uark.edu,pc,KDD_17
"Xiao, Keli",@stonybrook.edu,pc,KDD_17
"Xiao, Xiaokui",@ntu.edu.sg,pc,KDD_17
"Xiong, Hui",@rutgers.edu,pc,KDD_17
"Xu, Chang",@sydney.edu.au,pc,KDD_17
"Xu, Jiajing",,pc,KDD_17
"Xu, Xiaowei",@ualr.edu,pc,KDD_17
"Yamada, Takeshi",@anu.edu.au,pc,KDD_17
"Yan, Xifeng",@cs.ucsb.edu,pc,KDD_17
"Yin, Zhijun",@fb.com,pc,KDD_17
"Yu, Hsiang-Fu",@cs.utexas.edu,pc,KDD_17
"Yu, Kui",,pc,KDD_17
"Yu, Lei",@cs.binghamton.edu,pc,KDD_17
"Yu, Xiao",@google.com,pc,KDD_17
"Yu, Yang",@nju.edu.cn,pc,KDD_17
"Zeng, Chunqiu",@cs.fiu.edu,pc,KDD_17
"Zhang, Duo",@illinois.edu,pc,KDD_17
"Zhang, Kun1",@cmu.edu,pc,KDD_17
"Zhang, Min-Ling",@seu.edu.cn,pc,KDD_17
"Zhang, Peng",,pc,KDD_17
"Zhang, Ping",,pc,KDD_17
"Zhang, Rui1",@us.ibm.com,pc,KDD_17
"Zhang, Shichao",@mailbox.gxnu.edu.cn,pc,KDD_17
"Zhang, Weinan",@sjtu.edu.cn,pc,KDD_17
"Zhang, Wenlu",@cs.odu.edu,pc,KDD_17
"Zhang, Xiang",,pc,KDD_17
"Zhang, Ya",@sjtu.edu.cn,pc,KDD_17
"Zhang, Yu",@cse.ust.hk,pc,KDD_17
"Zhang, Zhenjie",@adsc.com.sg,pc,KDD_17
"Zhao, Bo",@pinterest.com,pc,KDD_17
"Zhao, Peixiang",@cs.fsu.edu,pc,KDD_17
"Zhao, Yuchen",@cs.uic.edu,pc,KDD_17
"Zheng, Vincent W.",@adsc.com.sg,pc,KDD_17
"Zheng, Yu",@microsoft.com,pc,KDD_17
"Zhou, Jiayu",@cse.msu.edu,pc,KDD_17
"Zhou, Mianwei",@yahoo-inc.com,pc,KDD_17
"Zhou, Wenjun",@utk.edu,pc,KDD_17
"Zhu, Feida",@smu.edu.sg,pc,KDD_17
"Zhu, Xingquan",@fau.edu,pc,KDD_17
"Muthukrishnan, Muthu",@cs.rutgers.edu,panel,KDD_17
"Tomkins, Andrew",,panel,KDD_17
"Agarwal, Deepak",,panel,KDD_17
"Fayyad, Usama",,panel,KDD_17
"Heck, Larry",,panel,KDD_17
"Liu, Bing",@uic.edu,panel,KDD_17
"Fayyad, Usama",,panel,KDD_17
"Candel, Arno",,panel,KDD_17
"Rubia, Eduardo Ariño De La",,panel,KDD_17
"Pafka, Szilárd",,panel,KDD_17
"Chong, Anthony",,panel,KDD_17
"Lee, Jeongyoon",,panel,KDD_17
"Dwork, Cynthia",,keynote,KDD_17
"Yu, Bin",,keynote,KDD_17
"Miller, Renee J.",,keynote,KDD_17
"Eliassi-Rad, Tina",@eliassi.org,session,KDD_17
"Bruckhaus, Tilmann",,session,KDD_17
"Simoudis, Evangelos",,session,KDD_17
"Ioannidis, Stratis",@neu.edu,session,KDD_17
"Tang, Jie",@tsinghua.edu.cn,session,KDD_17
"Ghosh, Shalini",,session,KDD_17
"Simoudis, Evangelos",,session,KDD_17
"Riondato, Matteo",@twosigma.com,session,KDD_17
"Abe, Naoki",,session,KDD_17
"Foschini, Luca",,session,KDD_17
"Li, Lei",@hfut.edu.cn,session,KDD_17
"Kumar, Ravi",@google.com,session,KDD_17
"Neville, Jennifer",,session,KDD_17
"Simoudis, Evangelos",,session,KDD_17
"Berger-Wolf, Tanya",@uic.edu,session,KDD_17
"Prakash, B. Aditya",@cs.cmu.edu,session,KDD_17
"Galbraith, Byron",,session,KDD_17
"Fayyad, Usama",,session,KDD_17
"Sun, Yizhou",@cs.ucla.edu,session,KDD_17
"Ni, Karl",,session,KDD_17
"Benson, Austin R.",@cs.cornell.edu,session,KDD_17
"Ester, Martin",@cs.sfu.ca,session,KDD_17
"Matwin, Stan",,session,KDD_17
"Sculley, D.",,session,KDD_17
"Fürnkranz, Johannes",@ke.informatik.tu-darmstadt.de,session,KDD_17
"Weninger, Tim",@nd.edu,session,KDD_17
"Akoglu, Leman",@cs.cmu.edu,session,KDD_17
"Yin, Hao",@stanford.edu,author,KDD_17_001
"Benson, Austin R.",@cs.cornell.edu,author,KDD_17_001
"Leskovec, Jure",@cs.stanford.edu,author,KDD_17_001
"Gleich, David F.",@purdue.edu,author,KDD_17_001
"Si, Si",@cs.utexas.edu,author,KDD_17_002
"Hsieh, Cho-Jui",@ucdavis.edu,author,KDD_17_002
"Dhillon, Inderjit",@cs.utexas.edu,author,KDD_17_002
"Zhang, Kai",@temple.edu,author,KDD_17_003
"Liu, Chuanren",@drexel.edu,author,KDD_17_003
"Zhang, Jie",@fudan.edu.cn,author,KDD_17_003
"Xiong, Hui",@rutgers.edu,author,KDD_17_003
"Xing2, Eric",@cs.cmu.edu,author,KDD_17_003
"Ye, Jieping",@umich.edu,author,KDD_17_003
"Spring, Ryan",,author,KDD_17_004
"Shrivastava, Anshumali",@rice.edu,author,KDD_17_004
"Zhang, Chao",@illinois.edu,author,KDD_17_005
"Liu, Liyuan",@mail.ustc.edu.cn,author,KDD_17_005
"Lei, Dongming",,author,KDD_17_005
"Yuan, Quan",@illinois.edu,author,KDD_17_005
"Zhuang, Honglei",@illinois.edu,author,KDD_17_005
"Hanratty, Tim",@mail.mil,author,KDD_17_005
"Han, Jiawei",@cs.uiuc.edu,author,KDD_17_005
"Guidotti, Riccardo",@di.unipi.it,author,KDD_17_006
"Monreale, Anna",@di.unipi.it,author,KDD_17_006
"Nanni, Mirco",@isti.cnr.it,author,KDD_17_006
"Giannotti, Fosca",@isti.cnr.it,author,KDD_17_006
"Pedreschi, Dino",@di.unipi.it,author,KDD_17_006
"Angelino, Elaine",@eecs.berkeley.edu,author,KDD_17_007
"Larus-Stone, Nicholas",,author,KDD_17_007
"Alabi, Daniel",@g.harvard.edu,author,KDD_17_007
"Seltzer, Margo",@eecs.harvard.edu,author,KDD_17_007
"Rudin, Cynthia",@cs.duke.edu,author,KDD_17_007
"Zhao, Huan",@cse.ust.hk,author,KDD_17_008
"Yao, Quanming",@cse.ust.hk,author,KDD_17_008
"Li, Jianda",,author,KDD_17_008
"Song, Yangqiu",@cse.ust.hk,author,KDD_17_008
"Lee, Dik Lun",@cse.ust.hk,author,KDD_17_008
"Mandros, Panagiotis",@mpi-inf.mpg.de,author,KDD_17_009
"Boley, Mario",@mpi-inf.mpg.de,author,KDD_17_009
"Vreeken, Jilles",@mpi-inf.mpg.de,author,KDD_17_009
"Liu, Junming",@rutgers.edu,author,KDD_17_010
"Fu, Yanjie",@mst.edu,author,KDD_17_010
"Ming, Jingci",,author,KDD_17_010
"Ren, Yong",@stevens.edu,author,KDD_17_010
"Sun, Leilei",@sem.tsinghua.edu.cn,author,KDD_17_010
"Xiong, Hui",@rutgers.edu,author,KDD_17_010
"Luo, Tingjin",@nudt.edu.cn,author,KDD_17_011
"Zhang, Weizhong",@zju.edu.cn,author,KDD_17_011
"Qiu, Shuang",,author,KDD_17_011
"Yang, Yang",,author,KDD_17_011
"Yi, Dongyun",,author,KDD_17_011
"Wang, Guangtao",@umich.edu,author,KDD_17_011
"Ye, Jieping",@umich.edu,author,KDD_17_011
"Wang, Jie",@umich.edu,author,KDD_17_011
"Wang, Sibo",@uq.edu.au,author,KDD_17_012
"Yang, Renchi",@e.ntu.edu.sg,author,KDD_17_012
"Xiao, Xiaokui",@ntu.edu.sg,author,KDD_17_012
"Wei, Zhewei",@ruc.edu.cn,author,KDD_17_012
"Yang, Yin",@qf.org.qa,author,KDD_17_012
"Cohen, Reuven",,author,KDD_17_013
"Katzir, Liran",@cs.technion.ac.il,author,KDD_17_013
"Yehezkel, Aviv",@cs.technion.ac.il,author,KDD_17_013
"Chen, Yu",,author,KDD_17_014
"Zaki, Mohammed",@cs.rpi.edu,author,KDD_17_014
"Shah, Parikshit",@discovery.wisc.edu,author,KDD_17_015
"Soni, Akshay",@yahoo-inc.com,author,KDD_17_015
"Chevalier, Troy",,author,KDD_17_015
"Lian, Defu",@uestc.edu.cn,author,KDD_17_016
"Liu, Rui2",,author,KDD_17_016
"Ge, Yong",@uncc.edu,author,KDD_17_016
"Zheng, Kevin Kai",@uestc.edu.cn,author,KDD_17_016
"Xie, Xing",@microsoft.com,author,KDD_17_016
"Cao, Longbing",@uts.edu.au,author,KDD_17_016
"Zheng, Yan",@cs.utah.edu,author,KDD_17_017
"Phillips, Jeff",@cs.utah.edu,author,KDD_17_017
"Chang, Xiaojun",@andrew.cmu.edu,author,KDD_17_018
"Yu, Yao-Liang",,author,KDD_17_018
"Yang, Yi",@uts.edu.au,author,KDD_17_018
"Kuang, Kun",@mails.tsinghua.edu.cn,author,KDD_17_019
"Cui, Peng",@tsinghua.edu.cn,author,KDD_17_019
"Li, Bo",@tsinghua.edu.cn,author,KDD_17_019
"Jiang, Meng",@illinois.edu,author,KDD_17_019
"Yang, Shiqiang",,author,KDD_17_019
"Lakkaraju, Himabindu",@stanford.edu,author,KDD_17_020
"Kleinberg, Jon",@cs.cornell.edu,author,KDD_17_020
"Leskovec, Jure",@cs.stanford.edu,author,KDD_17_020
"Ludwig, Jens",@uchicago.edu,author,KDD_17_020
"Mullainathan, Sendhil",@fas.harvard.edu,author,KDD_17_020
"Dong, Yuxiao",@microsoft.com,author,KDD_17_021
"Chawla, Nitesh V.",@nd.edu,author,KDD_17_021
"Swami, Ananthram",,author,KDD_17_021
"Li, Ping",,author,KDD_17_022
"Zang, Chengxi",@mails.tsinghua.edu.cn,author,KDD_17_023
"Cui, Peng",@tsinghua.edu.cn,author,KDD_17_023
"Faloutsos, Christos",@cs.cmu.edu,author,KDD_17_023
"Zhu, Wenwu",@tsinghua.edu.cn,author,KDD_17_023
"Epasto, Alessandro",@google.com,author,KDD_17_024
"Lattanzi, Silvio",@google.com,author,KDD_17_024
"Leme, Renato Paes",@cs.cornell.edu,author,KDD_17_024
"Wang, Suhang",@asu.edu,author,KDD_17_025
"Aggarwal, Charu",@us.ibm.com,author,KDD_17_025
"Liu, Huan",@asu.edu,author,KDD_17_025
"Dau, Hoang Anh",@ucr.edu,author,KDD_17_026
"Keogh, Eamonn",@cs.ucr.edu,author,KDD_17_026
"Hope, Tom",@ryu.titech.ac.jp,author,KDD_17_027
"Chan, Joel",@cs.cmu.edu,author,KDD_17_027
"Kittur, Aniket",@cs.cmu.edu,author,KDD_17_027
"Shahaf, Dafna",@cs.huji.ac.il,author,KDD_17_027
"Xun, Guangxu",@buffalo.edu,author,KDD_17_028
"Li, Yaliang",@baidu.com,author,KDD_17_028
"Gao, Jing",@buffalo.edu,author,KDD_17_028
"Zhang, Aidong",@buffalo.edu,author,KDD_17_028
"Mautz, Dominik",,author,KDD_17_029
"Ye, Wei",,author,KDD_17_029
"Plant, Claudia",@univie.ac.at,author,KDD_17_029
"Böhm, Christian",@dbs.ifi.lmu.de,author,KDD_17_029
"Bai, Zilong",@.ucdavis.edu,author,KDD_17_030
"Walker, Peter",@mail.mil,author,KDD_17_030
"Tschiffely, Anna",,author,KDD_17_030
"Wang1, Fei",@med.cornell.edu,author,KDD_17_030
"Davidson, Ian",@cs.ucdavis.edu,author,KDD_17_030
"Baytas, Inci",@cse.msu.edu,author,KDD_17_031
"Xiao, Cao",@us.ibm.com,author,KDD_17_031
"Zhang, Xi",@med.cornell.edu,author,KDD_17_031
"Wang1, Fei",@med.cornell.edu,author,KDD_17_031
"Jain, Anil K.",@cse.msu.edu,author,KDD_17_031
"Zhou, Jiayu",@cse.msu.edu,author,KDD_17_031
"Tagami, Yukihiro",,author,KDD_17_032
"Zhang, Chenzi",@cs.hku.hk,author,KDD_17_033
"Wei, Fan",@stanford.edu,author,KDD_17_033
"Liu, Qin",,author,KDD_17_033
"Tang, Zhihao Gavin",,author,KDD_17_033
"Li, Zhenguo",,author,KDD_17_033
"Fu, Yanjie",@mst.edu,author,KDD_17_034
"Liu, Guannan",@buaa.edu.cn,author,KDD_17_034
"Teng, Mingfei",,author,KDD_17_034
"Aggarwal, Charu",@us.ibm.com,author,KDD_17_034
"Sathe, Saket",@us.ibm.com,author,KDD_17_035
"Aggarwal, Charu",@us.ibm.com,author,KDD_17_035
"Xu, Jingwei",@smail.nju.edu.cn,author,KDD_17_036
"Yao, Yuan",@smail.nju.edu.cn,author,KDD_17_036
"Tong, Hanghang",@asu.edu,author,KDD_17_036
"Tao, Xianping",@nju.edu.cn,author,KDD_17_036
"Lu, Jian",,author,KDD_17_036
"Kobren, Ari",@cs.umass.edu,author,KDD_17_037
"Monath, Nicholas",@cs.umass.edu,author,KDD_17_037
"Krishnamurthy, Akshay",@cs.umass.edu,author,KDD_17_037
"Mccallum, Andrew",@cs.umass.edu,author,KDD_17_037
"Li, Liangyue",@asu.edu,author,KDD_17_038
"Tong, Hanghang",@asu.edu,author,KDD_17_038
"Wang, Yong",@cse.ust.hk,author,KDD_17_038
"Shi, Conglei",@us.ibm.com,author,KDD_17_038
"Cao, Nan",@us.ibm.com,author,KDD_17_038
"Buchler, Norbou",@mail.mil,author,KDD_17_038
"Song, Qingquan",,author,KDD_17_039
"Huang, Xiao",@tamu.edu,author,KDD_17_039
"Ge, Hancheng",@neo.tamu.edu,author,KDD_17_039
"Caverlee, James",@cse.tamu.edu,author,KDD_17_039
"Hu, Xia",@cse.tamu.edu,author,KDD_17_039
"Gu, Bin",@nuist.edu.cn,author,KDD_17_040
"Liu, Guodong",,author,KDD_17_040
"Huang, Heng",@uta.edu,author,KDD_17_040
"Zhang, Haoyu",@umail.iu.edu,author,KDD_17_041
"Zhang, Qin",@indiana.edu,author,KDD_17_041
"Li, Xiaopeng",@connect.ust.hk,author,KDD_17_042
"She, James",@ust.hk,author,KDD_17_042
"Zhao, Hongke",@mail.ustc.edu.cn,author,KDD_17_043
"Zhang, Hefu",,author,KDD_17_043
"Ge, Yong",@uncc.edu,author,KDD_17_043
"Liu, Qi",@ustc.edu.cn,author,KDD_17_043
"Chen, Enhong",,author,KDD_17_043
"Li, Huayu",@uncc.edu,author,KDD_17_043
"Wu, Le",@hfut.edu.cn,author,KDD_17_043
"Wang, Pengfei",,author,KDD_17_044
"Liu, Guannan",@buaa.edu.cn,author,KDD_17_044
"Fu, Yanjie",@mst.edu,author,KDD_17_044
"Hu, Wenqing",@mst.edu,author,KDD_17_044
"Aggarwal, Charu",@us.ibm.com,author,KDD_17_044
"Hallac, David",,author,KDD_17_045
"Vare, Sagar",,author,KDD_17_045
"Boyd, Stephen",@stanford.edu,author,KDD_17_045
"Leskovec, Jure",@cs.stanford.edu,author,KDD_17_045
"Perros, Ioakeim",@gatech.edu,author,KDD_17_046
"Papalexakis, Evangelos E.",@cs.ucr.edu,author,KDD_17_046
"Wang1, Fei",@med.cornell.edu,author,KDD_17_046
"Vuduc, Richard",@cc.gatech.edu,author,KDD_17_046
"Searles, Elizabeth",,author,KDD_17_046
"Thompson, Michael",,author,KDD_17_046
"Sun, Jimeng",@cc.gatech.edu,author,KDD_17_046
"Zhang, Muhan",@wustl.edu,author,KDD_17_047
"Chen, Yixin",@cse.wustl.edu,author,KDD_17_047
"Zhou, Dawei",@asu.edu,author,KDD_17_048
"Zhang, Si",@asu.edu,author,KDD_17_048
"Yildirim, Mehmet Yigit",@asu.edu,author,KDD_17_048
"Alcorn, Scott",,author,KDD_17_048
"Tong, Hanghang",@asu.edu,author,KDD_17_048
"Davulcu, Hasan",@asu.edu,author,KDD_17_048
"He, Jingrui",@asu.edu,author,KDD_17_048
"Zhou, Chong",,author,KDD_17_049
"Paffenroth, Randy",@wpi.edu,author,KDD_17_049
"Wu, Liwei",,author,KDD_17_050
"Hsieh, Cho-Jui",@ucdavis.edu,author,KDD_17_050
"Sharpnack, James",@ucdavis.edu,author,KDD_17_050
"He, Junxian",,author,KDD_17_051
"Hu, Zhiting",@cs.cmu.edu,author,KDD_17_051
"Berg-Kirkpatrick, Taylor",@cs.cmu.edu,author,KDD_17_051
"Huang, Ying",,author,KDD_17_051
"Xing2, Eric",@cs.cmu.edu,author,KDD_17_051
"Tolomei, Gabriele",@math.unipd.it,author,KDD_17_052
"Silvestri, Fabrizio",@fb.com,author,KDD_17_052
"Haines, Andrew",,author,KDD_17_052
"Lalmas, Mounia",@acm.org,author,KDD_17_052
"Fox, Ian",,author,KDD_17_053
"Ang, Lynn",,author,KDD_17_053
"Jaiswal, Mamta",@med.umich.edu,author,KDD_17_053
"Pop-Busui, Rodica",,author,KDD_17_053
"Wiens, Jenna",@umich.edu,author,KDD_17_053
"Wang, Shen",@uic.edu,author,KDD_17_054
"He, Lifang",@uic.edu,author,KDD_17_054
"Cao, Bokai",@uic.edu,author,KDD_17_054
"Lu, Chun-Ta",@uic.edu,author,KDD_17_054
"Yu, Philip S.",@cs.uic.edu,author,KDD_17_054
"Ragin, Ann",,author,KDD_17_054
"Ribeiro, Leonardo F. R.",,author,KDD_17_055
"Saverese, Pedro H. P.",,author,KDD_17_055
"Figueiredo, Daniel R.",@land.ufrj.br,author,KDD_17_055
"Hallac, David",,author,KDD_17_056
"Park, Youngsuk",,author,KDD_17_056
"Boyd, Stephen",@stanford.edu,author,KDD_17_056
"Leskovec, Jure",@cs.stanford.edu,author,KDD_17_056
"Shi, Yu",@illinois.edu,author,KDD_17_057
"Chan, Po-Wei",@me.mcu.edu.tw,author,KDD_17_057
"Zhuang, Honglei",@illinois.edu,author,KDD_17_057
"Gui, Huan",@illinois.edu,author,KDD_17_057
"Han, Jiawei",@cs.uiuc.edu,author,KDD_17_057
"Gu, Yupeng",@cs.ucla.edu,author,KDD_17_058
"Sun, Yizhou",@cs.ucla.edu,author,KDD_17_058
"Gao, Jianxi",@neu.edu,author,KDD_17_058
"Avin, Chen",@cse.bgu.ac.il,author,KDD_17_059
"Lotker, Zvi",@bgu.ac.il,author,KDD_17_059
"Nahum, Yinon",,author,KDD_17_059
"Peleg, David",@weizmann.ac.il,author,KDD_17_059
"Li, Xiaoli",,author,KDD_17_060
"Huan, Jun Luke",@ku.edu,author,KDD_17_060
"Cohen, Edith",@alumni.stanford.edu,author,KDD_17_061
"Conte, Alessio",@di.unipi.it,author,KDD_17_062
"Firmani, Donatella",@uniroma3.it,author,KDD_17_062
"Mordente, Caterina",,author,KDD_17_062
"Patrignani, Maurizio",@dia.uniroma3.it,author,KDD_17_062
"Torlone, Riccardo",@dia.uniroma3.it,author,KDD_17_062
"Shen, Chih-Ya",,author,KDD_17_063
"Huang, Liang-Hao",,author,KDD_17_063
"Yang, De-Nian",,author,KDD_17_063
"Shuai, Hong-Han",,author,KDD_17_063
"Lee, Wang-Chien",@cse.psu.edu,author,KDD_17_063
"Chen, Ming-Syan",@ntu.edu.tw,author,KDD_17_063
"Yen, Ian E. H.",@cs.cmu.edu,author,KDD_17_064
"Huang, Xiangru",@cs.utexas.edu,author,KDD_17_064
"Dai, Wei",@cs.cmu.edu,author,KDD_17_064
"Ravikumar, Pradeep",@cs.utexas.edu,author,KDD_17_064
"Dhillon, Inderjit",@cs.utexas.edu,author,KDD_17_064
"Xing2, Eric",@cs.cmu.edu,author,KDD_17_064
"Li, Hang",@huawei.com,chair,SIGIR_17
"Vries, Arjen De",@cs.ru.nl,chair,SIGIR_17
"White, Ryen",@microsoft.com,chair,SIGIR_17
"Agichtein, Eugene",@mathcs.emory.edu,pc,SIGIR_17
"Allan, James",@cs.umass.edu,pc,SIGIR_17
"Aslam, Javed",@ccs.neu.edu,pc,SIGIR_17
"Azzopardi, Leif",@strath.ac.uk,pc,SIGIR_17
"Baeza-Yates, Ricardo",@upf.edu,pc,SIGIR_17
"Bailey, Peter",@microsoft.com,pc,SIGIR_17
"Baldwin, Timothy",@unimelb.edu.au,pc,SIGIR_17
"Balog, Krisztian",@uis.no,pc,SIGIR_17
"Belkin, Nicholas",@rutgers.edu,pc,SIGIR_17
"Bendersky, Michael",@google.com,pc,SIGIR_17
"Bennett, Paul N.",@microsoft.com,pc,SIGIR_17
"Bruza, Peter",@qut.edu.au,pc,SIGIR_17
"Callan, Jamie",@cs.cmu.edu,pc,SIGIR_17
"Carmel, David",@yahoo-inc.com,pc,SIGIR_17
"Castillo, Carlos",@acm.org,pc,SIGIR_17
"Chang, Yi",,pc,SIGIR_17
"Collins-Thompson, Kevyn",@acm.org,pc,SIGIR_17
"Craswell, Nick",@microsoft.com,pc,SIGIR_17
"Croft, W. Bruce",@cs.umass.edu,pc,SIGIR_17
"Davison, Brian",@cse.lehigh.edu,pc,SIGIR_17
"Rijke, Maarten De",@uva.nl,pc,SIGIR_17
"Elsweiler, David",@elsweiler.co.uk,pc,SIGIR_17
"Gabrilovich, Evgeniy",@google.com,pc,SIGIR_17
"Gonzalo, Julio",@lsi.uned.es,pc,SIGIR_17
"He, Jiyin",@cwi.nl,pc,SIGIR_17
"Hiemstra, Djoerd",@cs.utwente.nl,pc,SIGIR_17
"Hofmann, Katja",@microsoft.com,pc,SIGIR_17
"Huang, Xuanjing",,pc,SIGIR_17
"Yang, Grace Hui",@cs.georgetown.edu,pc,SIGIR_17
"Kamps, Jaap",@uva.nl,pc,SIGIR_17
"Kato, Makoto P.",@dl.kuis.kyoto-u.ac.jp,pc,SIGIR_17
"Kelly, Diane",@utk.edu,pc,SIGIR_17
"Kurland, Oren",,pc,SIGIR_17
"Lam, Wai",@se.cuhk.edu.hk,pc,SIGIR_17
"Lease, Matt",@utexas.edu,pc,SIGIR_17
"Lim, Ee-Peng",@smu.edu.sg,pc,SIGIR_17
"Lioma, Christina",@di.ku.dk,pc,SIGIR_17
"Liu, Tie-Yan",@microsoft.com,pc,SIGIR_17
"Liu, Yiqun",,pc,SIGIR_17
"Maarek, Yoelle",@googlealumni.com,pc,SIGIR_17
"Mei, Qiaozhu",@umich.edu,pc,SIGIR_17
"Metzler, Donald",@google.com,pc,SIGIR_17
"Mothe, Josiane",@univ-tlse2.fr,pc,SIGIR_17
"Moulinier, Isabelle",@thomsonreuters.com,pc,SIGIR_17
"Murdock, Vanessa",@microsoft.com,pc,SIGIR_17
"Nie, Jian-Yun",@iro.umontreal.ca,pc,SIGIR_17
"Oard, Douglas",@umd.edu,pc,SIGIR_17
"Ounis, Iadh",@glasgow.ac.uk,pc,SIGIR_17
"Piwowarski, Benjamin",@bpiwowar.net,pc,SIGIR_17
"Poblete, Barbara",@dcc.uchile.cl,pc,SIGIR_17
"Ribeiro-Neto, Berthier",@dcc.ufmg.br,pc,SIGIR_17
"Sanderson, Mark",@rmit.edu.au,pc,SIGIR_17
"Shah, Chirag",@rutgers.edu,pc,SIGIR_17
"Silvestri, Fabrizio",@fb.com,pc,SIGIR_17
"Smucker, Mark",@uwaterloo.ca,pc,SIGIR_17
"Soboroff, Ian",@nist.gov,pc,SIGIR_17
"Song, Ruihua",@microsoft.com,pc,SIGIR_17
"Teevan, Jaime",@microsoft.com,pc,SIGIR_17
"Trotman, Andrew",@cs.otago.ac.nz,pc,SIGIR_17
"Wang, Jun",,pc,SIGIR_17
"Xu, Jun",@ict.ac.cn,pc,SIGIR_17
"Yilmaz, Emine",@ucl.ac.uk,pc,SIGIR_17
"Zhai, Chengxiang",@illinois.edu,pc,SIGIR_17
"Zhang, Min",@tsinghua.edu.cn,pc,SIGIR_17
"Zhang, Yi",,pc,SIGIR_17
"Zobel, Justin",@unimelb.edu.au,pc,SIGIR_17
"Ageev, Mikhail",@yandex.com,pc,SIGIR_17
"Aiello, Luca Maria",@nokia-bell-labs.com,pc,SIGIR_17
"Aktolga, Elif",@cs.umass.edu,pc,SIGIR_17
"Alonso, Omar",@microsoft.com,pc,SIGIR_17
"Altingovde, Ismail Sengor",@ceng.metu.edu.tr,pc,SIGIR_17
"Amigó, Enrique",@lsi.uned.es,pc,SIGIR_17
"Amini, Massih-Reza",@imag.fr,pc,SIGIR_17
"Arampatzis, Avi",@ee.duth.gr,pc,SIGIR_17
"Arapakis, Ioannis",@telefonica.com,pc,SIGIR_17
"Arguello, Jaime",@email.unc.edu,pc,SIGIR_17
"Bai, Xiao",,pc,SIGIR_17
"Bao, Zhifeng",@rmit.edu.au,pc,SIGIR_17
"Baruah, Gaurav",@uwaterloo.ca,pc,SIGIR_17
"Berberich, Klaus",@mpi-inf.mpg.de,pc,SIGIR_17
"Bing, Lidong",@tencent.com,pc,SIGIR_17
"Blanco, Roi",@udc.es,pc,SIGIR_17
"Boughanem, Mohand",@irit.fr,pc,SIGIR_17
"Cai, Deng",@cad.zju.edu.cn,pc,SIGIR_17
"Cantador, Iván",@uam.es,pc,SIGIR_17
"Capra, Robert",@unc.edu,pc,SIGIR_17
"Caverlee, James",@cse.tamu.edu,pc,SIGIR_17
"Chang, Kevin",@illinois.edu,pc,SIGIR_17
"Chen, Hsin-Hsi",@ntu.edu.tw,pc,SIGIR_17
"Chen, Ruey-Cheng",@rmit.edu.au,pc,SIGIR_17
"Chen, Zhumin",,pc,SIGIR_17
"Chifu, Adrian-Gabriel",@lsis.org,pc,SIGIR_17
"Chrupala, Grzegorz",@uvt.nl,pc,SIGIR_17
"Chua, Tat-Seng",@comp.nus.edu.sg,pc,SIGIR_17
"Clinchant, Stephane",,pc,SIGIR_17
"Cole, Michael",@rutgers.edu,pc,SIGIR_17
"Cormack, Gordon V.",@plg.uwaterloo.ca,pc,SIGIR_17
"Culpepper, J. Shane",@rmit.edu.au,pc,SIGIR_17
"Curtis, Tonya",,pc,SIGIR_17
"Dalton, Jeffrey",@google.com,pc,SIGIR_17
"Demartini, Gianluca",@cs.berkeley.edu,pc,SIGIR_17
"Demeester, Thomas",@intec.ugent.be,pc,SIGIR_17
"Demner, Dina",,pc,SIGIR_17
"Deng, Hongbo",@yahoo-inc.com,pc,SIGIR_17
"Dietz, Laura",@unh.edu,pc,SIGIR_17
"Dincer, B. Taner",@mu.edu.tr,pc,SIGIR_17
"Ding, Shuai",@cis.poly.edu,pc,SIGIR_17
"Donato, Debora",@acm.org,pc,SIGIR_17
"Dou, Zhicheng",@ruc.edu.cn,pc,SIGIR_17
"Downey, Doug",@eecs.northwestern.edu,pc,SIGIR_17
"Drosatos, George",,pc,SIGIR_17
"Eickhoff, Carsten",@inf.ethz.ch,pc,SIGIR_17
"Elsayed, Tamer",@qu.edu.qa,pc,SIGIR_17
"Fang, Yuan",@i2r.a-star.edu.sg,pc,SIGIR_17
"Fang, Yi",,pc,SIGIR_17
"Feild, Henry",@endicott.edu,pc,SIGIR_17
"Ferro, Nicola",@dei.unipd.it,pc,SIGIR_17
"Fontoura, Marcus",@microsoft.com,pc,SIGIR_17
"Fuhr, Norbert",@uni-due.de,pc,SIGIR_17
"Gallinari, Patrick",@lip6.fr,pc,SIGIR_17
"Ganguly, Debasis",@computing.dcu.ie,pc,SIGIR_17
"Gao, Bin",@microsoft.com,pc,SIGIR_17
"Gaussier, Eric",@imag.fr,pc,SIGIR_17
"Geva, Shlomo",@qut.edu.au,pc,SIGIR_17
"Golbus, Peter B.",,pc,SIGIR_17
"Goncalves, Marcos",@dcc.ufmg.br,pc,SIGIR_17
"González-Ibáñez, Roberto",@usach.cl,pc,SIGIR_17
"Graus, David",@fdmediagroep.nl,pc,SIGIR_17
"Guo, Jiafeng",@ict.ac.cn,pc,SIGIR_17
"Guy, Ido",@ebay.com,pc,SIGIR_17
"Halvey, Martin",@strath.ac.uk,pc,SIGIR_17
