name,gs_email,role,key
"Arpaci-Dusseau, Remzi",@cs.wisc.edu,author,FAST_17_011
"Shacham, Ohad",@yahoo-inc.com,author,FAST_17_012
"Perez-Sorrosal, Francisco",@yahoo-inc.com,author,FAST_17_012
"Bortnikov, Edward",@yahoo-inc.com,author,FAST_17_012
"Hillel, Eshcar",,author,FAST_17_012
"Keidar, Idit",@ee.technion.ac.il,author,FAST_17_012
"Kelly, Ivan",,author,FAST_17_012
"Morel, Matthieu",@apache.org,author,FAST_17_012
"Paranjpye, Sameer",,author,FAST_17_012
"Pillai, Thanumalayan Sankaranarayana",@cs.wisc.edu,author,FAST_17_013
"Alagappan, Ramnatthan",@cs.wisc.edu,author,FAST_17_013
"Lu, Lanyue",@cs.wisc.edu,author,FAST_17_013
"Chidambaram, Vijay",@cs.wisc.edu,author,FAST_17_013
"Arpaci-Dusseau, Andrea",@cs.wisc.edu,author,FAST_17_013
"Arpaci-Dusseau, Remzi",@cs.wisc.edu,author,FAST_17_013
"Kumar, Harendra",,author,FAST_17_014
"Patel, Yuvraj",,author,FAST_17_014
"Kesavan, Ram",,author,FAST_17_014
"Makam, Sumith",,author,FAST_17_014
"Wires, Jake",,author,FAST_17_015
"Warfield, Andrew",@cs.ubc.ca,author,FAST_17_015
"Lautenschlager, Florian",,author,FAST_17_016
"Philippsen, Michael",@cs.fau.de,author,FAST_17_016
"Kumlehn, Andreas",,author,FAST_17_016
"Adersberger, Josef",,author,FAST_17_016
"Gracia-Tinedo, Raúl",@urv.cat,author,FAST_17_017
"Sampé, Josep",@urv.cat,author,FAST_17_017
"Zamora, Edgar",@urv.cat,author,FAST_17_017
"Sánchez-Artigas, Marc",@urv.cat,author,FAST_17_017
"García-López, Pedro",@ugr.es,author,FAST_17_017
"Moatti, Yosef",,author,FAST_17_017
"Rom, Eran",,author,FAST_17_017
"Lee, Se Kwon",,author,FAST_17_018
"Lim, K. Hyun",,author,FAST_17_018
"Song, Hyunsub",,author,FAST_17_018
"Nam, Beomseok",@unist.ac.kr,author,FAST_17_018
"Noh, Sam H.",@unist.ac.kr,author,FAST_17_018
"Kim, Hyukjoong",@skku.edu,author,FAST_17_019
"Shin, Dongkun",@skku.edu,author,FAST_17_019
"Jeong, Yun Ho",,author,FAST_17_019
"Kim, Kyung Ho",,author,FAST_17_019
"Liu, Hang",@gwmail.gwu.edu,author,FAST_17_020
"Huang, H. Howie",@gwu.edu,author,FAST_17_020
"Chen, Ming",@cs.stonybrook.edu,author,FAST_17_021
"Hildebrand, Dean",@us.ibm.com,author,FAST_17_021
"Nelson, Henry",@neljer.com,author,FAST_17_021
"Saluja, Jasmit",,author,FAST_17_021
"Subramony, Ashok Sankar Harihara",,author,FAST_17_021
"Zadok, Erez",@cs.stonybrook.edu,author,FAST_17_021
"Haghdoost, Alireza",,author,FAST_17_022
"He, Weiping",@vt.edu,author,FAST_17_022
"Fredin, Jerry",,author,FAST_17_022
"Du, David H. C.",@univ-valenciennes.fr,author,FAST_17_022
"Cao, Zhen",,author,FAST_17_023
"Tarasov, Vasily",@us.ibm.com,author,FAST_17_023
"Raman, Hari Prasath",,author,FAST_17_023
"Hildebrand, Dean",@us.ibm.com,author,FAST_17_023
"Zadok, Erez",@cs.stonybrook.edu,author,FAST_17_023
"Kim, Sangwook",@skku.edu,author,FAST_17_024
"Kim, Hwanju",@emc.com,author,FAST_17_024
"Lee, Joonwon",,author,FAST_17_024
"Jeong, Jinkyu",@skku.edu,author,FAST_17_024
"Bjørling, Matias",@bjorling.me,author,FAST_17_025
"Gonzalez, Javier",,author,FAST_17_025
"Bonnet, Philippe",@itu.dk,author,FAST_17_025
"Huang, Jian",@gatech.edu,author,FAST_17_026
"Badam, Anirudh",@microsoft.com,author,FAST_17_026
"Caulfield, Laura",,author,FAST_17_026
"Nath, Suman",@microsoft.com,author,FAST_17_026
"Sengupta, Sudipta",@microsoft.com,author,FAST_17_026
"Sharma, Bikash",@cse.psu.edu,author,FAST_17_026
"Qureshi, Moinuddin",@gatech.edu,author,FAST_17_026
"Shen, Zhaoyan",,author,FAST_17_027
"Chen, Feng",@csc.lsu.edu,author,FAST_17_027
"Jia, Yichen",,author,FAST_17_027
"Shao, Zili",@comp.polyu.edu.hk,author,FAST_17_027
"Akella, Aditya",@cs.wisc.edu,chair,NSDI_17
"Howell, Jon",,chair,NSDI_17
"Agarwal, Sharad",@microsoft.com,pc,NSDI_17
"Anderson, Thomas",@cs.washington.edu,pc,NSDI_17
"Arpaci-Dusseau, Andrea",@cs.wisc.edu,pc,NSDI_17
"Badam, Anirudh",@microsoft.com,pc,NSDI_17
"Balakrishnan, Mahesh",@yale.edu,pc,NSDI_17
"Bustamante, Fabian",@cs.northwestern.edu,pc,NSDI_17
"Chandra, Ranveer",@microsoft.com,pc,NSDI_17
"Choffnes, David",@ccs.neu.edu,pc,NSDI_17
"Choudhury, Romit Roy",@duke.edu,pc,NSDI_17
"Chowdhury, Mosharaf",@umich.edu,pc,NSDI_17
"Dahlin, Mike",@cs.utexas.edu,pc,NSDI_17
"Feldmann, Anja",@net.t-labs.tu-berlin.de,pc,NSDI_17
"Fonseca, Rodrigo",@cs.brown.edu,pc,NSDI_17
"Foster, Nate",@cs.cornell.edu,pc,NSDI_17
"Ganesan, Deepak",@cs.umass.edu,pc,NSDI_17
"Gill, Phillipa",@cs.umass.edu,pc,NSDI_17
"Kandula, Srikanth",@microsoft.com,pc,NSDI_17
"Koponen, Teemu",,pc,NSDI_17
"Kumar, Sanjeev",@cs.princeton.edu,pc,NSDI_17
"Kumar, Swarun",@cmu.edu,pc,NSDI_17
"Lloyd, Wyatt",@cs.princeton.edu,pc,NSDI_17
"Loo, Boon Thau",@cis.upenn.edu,pc,NSDI_17
"Lorch, Jacob R.",,pc,NSDI_17
"Mahajan, Ratul",@ratul.org,pc,NSDI_17
"Malkhi, Dahlia",,pc,NSDI_17
"Maltz, Dave",@microsoft.com,pc,NSDI_17
"Mao, Z. Morley",@umich.edu,pc,NSDI_17
"Mitzenmacher, Michael",@eecs.harvard.edu,pc,NSDI_17
"Nieh, Jason",@cs.columbia.edu,pc,NSDI_17
"Porter, George",@cs.ucsd.edu,pc,NSDI_17
"Rizzo, Luigi",@iet.unipi.it,pc,NSDI_17
"Seshan, Srinivasan",@cs.cmu.edu,pc,NSDI_17
"Shaikh, Anees",@google.com,pc,NSDI_17
"Singla, Ankit",@inf.ethz.ch,pc,NSDI_17
"Renesse, Robbert Van",@cs.cornell.edu,pc,NSDI_17
"Voelker, Geoffrey M.",@cs.ucsd.edu,pc,NSDI_17
"Wetherall, David",@uw.edu,pc,NSDI_17
"Wierman, Adam",@caltech.edu,pc,NSDI_17
"Wilkes, John",@e-wilkes.com,pc,NSDI_17
"Yu, Minlan",@yale.edu,pc,NSDI_17
"Zheng, Heather",@cs.uchicago.edu,pc,NSDI_17
"Zhong, Lin",@rice.edu,pc,NSDI_17
"Lloyd, Wyatt",@cs.princeton.edu,session,NSDI_17
"Badam, Anirudh",@microsoft.com,session,NSDI_17
"Malkhi, Dahlia",,session,NSDI_17
"Chandra, Ranveer",@microsoft.com,session,NSDI_17
"Lorch, Jacob R.",,session,NSDI_17
"Seshan, Srinivasan",@cs.cmu.edu,session,NSDI_17
"Chowdhury, Mosharaf",@umich.edu,session,NSDI_17
"Porter, George",@cs.ucsd.edu,session,NSDI_17
"Wilkes, John",@e-wilkes.com,session,NSDI_17
"Ganesan, Deepak",@cs.umass.edu,session,NSDI_17
"Loo, Boon Thau",@cis.upenn.edu,session,NSDI_17
"Fonseca, Rodrigo",@cs.brown.edu,session,NSDI_17
"Yu, Minlan",@yale.edu,session,NSDI_17
"Horn, Daniel Reiter",,author,NSDI_17_001
"Elkabany, Ken",,author,NSDI_17_001
"Lesniewski-Lass, Chris",,author,NSDI_17_001
"Winstein, Keith",@cs.stanford.edu,author,NSDI_17_001
"Nanavati, Mihir",,author,NSDI_17_002
"Wires, Jake",,author,NSDI_17_002
"Warfield, Andrew",@cs.ubc.ca,author,NSDI_17_002
"Wei, Michael",@cs.ucsd.edu,author,NSDI_17_003
"Tai, Amy",@cs.princeton.edu,author,NSDI_17_003
"Rossbach, Christopher J.",@cs.utexas.edu,author,NSDI_17_003
"Abraham, Ittai",@cs.huji.ac.il,author,NSDI_17_003
"Munshed, Maithem",,author,NSDI_17_003
"Dhawan, Medhavi",,author,NSDI_17_003
"Stabile, Jim",,author,NSDI_17_003
"Wieder, Udi",@vmware.com,author,NSDI_17_003
"Fritchie, Scott",,author,NSDI_17_003
"Swanson, Steven",@eng.ucsd.edu,author,NSDI_17_003
"Freedman, Michael J.",@cs.princeton.edu,author,NSDI_17_003
"Malkhi, Dahlia",,author,NSDI_17_003
"Cano, Ignacio",@cs.washington.edu,author,NSDI_17_004
"Aiyar, Srinivas",,author,NSDI_17_004
"Arora, Varun",,author,NSDI_17_004
"Bhattacharyya, Manosiz",,author,NSDI_17_004
"Chaganti, Akhilesh",@cs.stonybrook.edu,author,NSDI_17_004
"Cheah, Chern",,author,NSDI_17_004
"Chun, Brent",@cycu.edu.tw,author,NSDI_17_004
"Gupta, Karan",,author,NSDI_17_004
"Khot, Vinayak",,author,NSDI_17_004
"Krishnamurthy, Arvind",@cs.washington.edu,author,NSDI_17_004
"Sharma, Naveen Kr.",@cs.washington.edu,author,NSDI_17_005
"Kaufmann, Antoine",@cs.washington.edu,author,NSDI_17_005
"Anderson, Thomas",@cs.washington.edu,author,NSDI_17_005
"Kim, Changhoon",@barefootnetworks.com,author,NSDI_17_005
"Krishnamurthy, Arvind",@cs.washington.edu,author,NSDI_17_005
"Nelson, Jacob",@cs.washington.edu,author,NSDI_17_005
"Peter, Simon",@cs.washington.edu,author,NSDI_17_005
"Go, Younghwan",@kaist.ac.kr,author,NSDI_17_006
"Jamshed, Muhammad Asim",@ndsl.kaist.edu,author,NSDI_17_006
"Moon, Younggyoun",@ndsl.kaist.edu,author,NSDI_17_006
"Hwang, Changho",@kaist.ac.kr,author,NSDI_17_006
"Park, Kyoungsoo",@kaist.ac.kr,author,NSDI_17_006
"Kablan, Murad",,author,NSDI_17_007
"Alsudais, Azzam",@colorado.edu,author,NSDI_17_007
"Keller, Eric",@colorado.edu,author,NSDI_17_007
"Le, Franck",,author,NSDI_17_007
"Jamshed, Muhammad Asim",@ndsl.kaist.edu,author,NSDI_17_008
"Moon, Younggyoun",@ndsl.kaist.edu,author,NSDI_17_008
"Kim, Donghwi",@kaist.ac.kr,author,NSDI_17_008
"Han, Dongsu",@kaist.ac.kr,author,NSDI_17_008
"Park, Kyoungsoo",@kaist.ac.kr,author,NSDI_17_008
"Shulman, Haya",@sit.fraunhofer.de,author,NSDI_17_009
"Waidner, Michael",@sit.tu-darmstadt.de,author,NSDI_17_009
"Kim, Seongmin",@kaist.ac.kr,author,NSDI_17_010
"Han, Juhyeng",,author,NSDI_17_010
"Ha, Jaehyeong",@hanyang.ac.kr,author,NSDI_17_010
"Kim, Taesoo",@gatech.edu,author,NSDI_17_010
"Han, Dongsu",@kaist.ac.kr,author,NSDI_17_010
"Kim, Minho",,author,NSDI_17_011
"Lim, Jaemin",,author,NSDI_17_011
"Yu, Hyunwoo",,author,NSDI_17_011
"Kim, Kiyeon",,author,NSDI_17_011
"Kim, Younghoon",,author,NSDI_17_011
"Lee, Suk-Bok",,author,NSDI_17_011
"Wei, Teng",@wisc.edu,author,NSDI_17_012
"Zhou, Anfu",,author,NSDI_17_012
"Zhang, Xinyu",,author,NSDI_17_012
"Bhardwaj, Romil",@microsoft.com,author,NSDI_17_013
"Chintalapudi, Krishna",@microsoft.com,author,NSDI_17_013
"Ramjee, Ramachandran",@microsoft.com,author,NSDI_17_013
"Wang, Anran",@cs.washington.edu,author,NSDI_17_014
"Iyer, Vikram",@uw.edu,author,NSDI_17_014
"Talla, Vamsi",@u.washington.edu,author,NSDI_17_014
"Smith, Joshua R.",@cs.washington.edu,author,NSDI_17_014
"Gollakota, Shyamnath",@cs.washington.edu,author,NSDI_17_014
"Corrigan-Gibbs, Henry",@cs.stanford.edu,author,NSDI_17_015
"Boneh, Dan",@cs.stanford.edu,author,NSDI_17_015
"Zheng, Wenting",@eecs.berkeley.edu,author,NSDI_17_016
"Dave, Ankur",@eecs.berkeley.edu,author,NSDI_17_016
"Beekman, Jethro G.",,author,NSDI_17_016
"Popa, Raluca Ada",@berkeley.edu,author,NSDI_17_016
"Gonzalez, Joseph E.",@uml.edu,author,NSDI_17_016
"Stoica, Ion",@cs.berkeley.edu,author,NSDI_17_016
"Wang, Frank",@mit.edu,author,NSDI_17_017
"Yun, Catherine",,author,NSDI_17_017
"Goldwasser, Shafi",,author,NSDI_17_017
"Vaikuntanathan, Vinod",@csail.mit.edu,author,NSDI_17_017
"Zaharia, Matei",@cs.stanford.edu,author,NSDI_17_017
"Firestone, Daniel",@dmfcomputing.com,author,NSDI_17_018
"Panda, Aurojit",@cs.nyu.edu,author,NSDI_17_019
"Zheng, Wenting",@eecs.berkeley.edu,author,NSDI_17_019
"Hu, Xiaohe",@tsinghua.edu.cn,author,NSDI_17_019
"Krishnamurthy, Arvind",@cs.washington.edu,author,NSDI_17_019
"Shenker, Scott",@icsi.berkeley.edu,author,NSDI_17_019
"Chang, Yiyang",@purdue.edu,author,NSDI_17_020
"Rao, Sanjay G.",@purdue.edu,author,NSDI_17_020
"Tawarmalani, Mohit",@purdue.edu,author,NSDI_17_020
"Fouladi, Sadjad",,author,NSDI_17_021
"Wahby, Riad S.",,author,NSDI_17_021
"Shacklett, Brennan",,author,NSDI_17_021
"Balasubramaniam, Karthikeyan Vasuki",,author,NSDI_17_021
"Zeng, William",,author,NSDI_17_021
"Bhalerao, Rahul",,author,NSDI_17_021
"Sivaraman, Anirudh",@mit.edu,author,NSDI_17_021
"Porter, George",@cs.ucsd.edu,author,NSDI_17_021
"Winstein, Keith",@cs.stanford.edu,author,NSDI_17_021
"Zhang, Haoyu",@google.com,author,NSDI_17_022
"Ananthanarayanan, Ganesh",@microsoft.com,author,NSDI_17_022
"Bodik, Peter",@microsoft.com,author,NSDI_17_022
"Philipose, Matthai",@microsoft.com,author,NSDI_17_022
"Bahl, Paramvir",,author,NSDI_17_022
"Freedman, Michael J.",@cs.princeton.edu,author,NSDI_17_022
"Jiang, Junchen",@cs.cmu.edu,author,NSDI_17_023
"Sun, Shijie",,author,NSDI_17_023
"Sekar, Vyas",@andrew.cmu.edu,author,NSDI_17_023
"Zhang, Hui",@andrew.cmu.edu,author,NSDI_17_023
"Vanini, Erico",,author,NSDI_17_024
"Pan, Rong1",,author,NSDI_17_024
"Alizadeh, Mohammad",@csail.mit.edu,author,NSDI_17_024
"Taheri, Parvin",,author,NSDI_17_024
"Edsall, Tom",,author,NSDI_17_024
"Perry, Jonathan",@mit.edu,author,NSDI_17_025
"Balakrishnan, Hari",@csail.mit.edu,author,NSDI_17_025
"Shah, Devavrat",@mit.edu,author,NSDI_17_025
"Ousterhout, Amy",@mit.edu,author,NSDI_17_026
"Perry, Jonathan",@mit.edu,author,NSDI_17_026
"Balakrishnan, Hari",@csail.mit.edu,author,NSDI_17_026
"Lapukhov, Petr",,author,NSDI_17_026
"Mehdi, Syed Akbar",@cs.utexas.edu,author,NSDI_17_027
"Littley, Cody",,author,NSDI_17_027
"Crooks, Natacha",@cs.utexas.edu,author,NSDI_17_027
"Alvisi, Lorenzo",@cs.cornell.edu,author,NSDI_17_027
"Bronson, Nathan",@fb.com,author,NSDI_17_027
"Lloyd, Wyatt",@cs.princeton.edu,author,NSDI_17_027
"Alipourfard, Omid",@yale.edu,author,NSDI_17_028
"Liu, Hongqiang Harry",@microsoft.com,author,NSDI_17_028
"Chen, Jianshu",@ucla.edu,author,NSDI_17_028
"Venkataraman, Shivaram",@eecs.berkeley.edu,author,NSDI_17_028
"Yu, Minlan",@yale.edu,author,NSDI_17_028
"Zhang, Ming",@microsoft.com,author,NSDI_17_028
"Berger, Daniel S.",@cs.uni-kl.de,author,NSDI_17_029
"Sitaraman, Ramesh K.",,author,NSDI_17_029
"Harchol-Balter, Mor",@cs.cmu.edu,author,NSDI_17_029
"Gowda, Mahanth",@illinois.edu,author,NSDI_17_030
"Dhekne, Ashutosh",@illinois.edu,author,NSDI_17_030
"Shen, Sheng",@illinois.edu,author,NSDI_17_030
"Choudhury, Romit Roy",@duke.edu,author,NSDI_17_030
"Yang, Xue",,author,NSDI_17_030
"Yang, Lei",@intel.com,author,NSDI_17_030
"Golwalkar, Suresh",,author,NSDI_17_030
"Essanian, Alexander",,author,NSDI_17_030
"Vasisht, Deepak",@mit.edu,author,NSDI_17_031
"Kapetanovic, Zerina",@uw.edu,author,NSDI_17_031
"Won, Jongho",@purdue.edu,author,NSDI_17_031
"Jin, Xinxin",@cs.ucsd.edu,author,NSDI_17_031
"Chandra, Ranveer",@microsoft.com,author,NSDI_17_031
"Kapoor, Ashish",@microsoft.com,author,NSDI_17_031
"Sinha, Sudipta N.",@microsoft.com,author,NSDI_17_031
"Sudarshan, Madhusudhan",,author,NSDI_17_031
"Stratman, Sean",,author,NSDI_17_031
"Abari, Omid",@mit.edu,author,NSDI_17_032
"Bharadia, Dinesh",@ucsd.edu,author,NSDI_17_032
"Duffield, Austin",,author,NSDI_17_032
"Katabi, Dina",@ai.mit.edu,author,NSDI_17_032
"Chen, Li",@ust.hk,author,NSDI_17_033
"Chen, Kai",@cse.ust.hk,author,NSDI_17_033
"Zhu, Zhonghua",,author,NSDI_17_033
"Yu, Minlan",@yale.edu,author,NSDI_17_033
"Porter, George",@cs.ucsd.edu,author,NSDI_17_033
"Qiao, Chunming",,author,NSDI_17_033
"Zhong, Shan",,author,NSDI_17_033
"Roy, Arjun",@eng.ucsd.edu,author,NSDI_17_034
"Zeng, Hongyi",@cs.stanford.edu,author,NSDI_17_034
"Bagga, Jasmeet",,author,NSDI_17_034
"Snoeren, Alex C.",@cs.ucsd.edu,author,NSDI_17_034
"Crankshaw, Daniel",@cs.berkeley.edu,author,NSDI_17_035
"Wang, Xin1",@berkeley.edu,author,NSDI_17_035
"Zhou, Guilio",@cmu.edu,author,NSDI_17_035
"Franklin, Michael J.",@uchicago.edu,author,NSDI_17_035
"Gonzalez, Joseph E.",@uml.edu,author,NSDI_17_035
"Stoica, Ion",@cs.berkeley.edu,author,NSDI_17_035
"Hsieh, Kevin",@cmu.edu,author,NSDI_17_036
"Harlap, Aaron",@andrew.cmu.edu,author,NSDI_17_036
"Vijaykumar, Nandita",@cmu.edu,author,NSDI_17_036
"Konomis, Dimitris",,author,NSDI_17_036
"Ganger, Gregory R.",@ece.cmu.edu,author,NSDI_17_036
"Gibbons, Phillip",@cs.cmu.edu,author,NSDI_17_036
"Mutlu, Onur",@inf.ethz.ch,author,NSDI_17_036
"Gu, Juncheng",@ucsd.edu,author,NSDI_17_037
"Lee, Youngmoon",@umich.edu,author,NSDI_17_037
"Zhang, Yiwen",,author,NSDI_17_037
"Chowdhury, Mosharaf",@umich.edu,author,NSDI_17_037
"Shin, Kang G.",@umich.edu,author,NSDI_17_037
"Xiao, Wencong",@nlsde.buaa.edu.cn,author,NSDI_17_038
"Xue, Jilong",@microsoft.com,author,NSDI_17_038
"Miao, Youshan",,author,NSDI_17_038
"Li, Zhen",,author,NSDI_17_038
"Chen, Cheng",,author,NSDI_17_038
"Wu, Ming",@microsoft.com,author,NSDI_17_038
"Li, Wei",,author,NSDI_17_038
"Zhou, Lidong",@microsoft.com,author,NSDI_17_038
"Ryzhyk, Leonid",@vmware.com,author,NSDI_17_039
"Bjørner, Nikolaj",,author,NSDI_17_039
"Canini, Marco",@kaust.edu.sa,author,NSDI_17_039
"Jeannin, Jean-Baptiste",@cs.cmu.edu,author,NSDI_17_039
"Schlesinger, Cole",@schlesinger.tech,author,NSDI_17_039
"Terry, Douglas B.",@acm.org,author,NSDI_17_039
"Varghese, George",@cs.ucla.edu,author,NSDI_17_039
"Panda, Aurojit",@cs.nyu.edu,author,NSDI_17_040
"Lahav, Ori",@mpi-sws.org,author,NSDI_17_040
"Argyraki, Katerina",@epfl.ch,author,NSDI_17_040
"Sagiv, Mooly",@acm.org,author,NSDI_17_040
"Shenker, Scott",@icsi.berkeley.edu,author,NSDI_17_040
"Wu, Yang",@cis.upenn.edu,author,NSDI_17_041
"Chen, Ang",@cis.upenn.edu,author,NSDI_17_041
"Haeberlen, Andreas",@cis.upenn.edu,author,NSDI_17_041
"Zhou, Wenchao",@cs.georgetown.edu,author,NSDI_17_041
"Loo, Boon Thau",@cis.upenn.edu,author,NSDI_17_041
"Horn, Alex",,author,NSDI_17_042
"Kheradmand, Ali",@illinois.edu,author,NSDI_17_042
"Prasad, Mukul",,author,NSDI_17_042
"Carter, John",@us.ibm.com,chair,ASPLOS_17
"Alglave, Jade",@ucl.ac.uk,pc,ASPLOS_17
"Andersen, David G.",@cs.cmu.edu,pc,ASPLOS_17
"Bao, Yungang",@ict.ac.cn,pc,ASPLOS_17
"Ben-Yehuda, Muli",@mulix.org,pc,ASPLOS_17
"Bianchini, Ricardo",,pc,ASPLOS_17
"Chen, Haibo",@sjtu.edu.cn,pc,ASPLOS_17
"Cheng, Liqun",,pc,ASPLOS_17
"Chen, Wenguang",,pc,ASPLOS_17
"Chong, Fred",@cs.uchicago.edu,pc,ASPLOS_17
"Chung, Eric",@microsoft.com,pc,ASPLOS_17
"Criswell, John",@cs.rochester.edu,pc,ASPLOS_17
"Delimitrou, Christina",@cornell.edu,pc,ASPLOS_17
"Demke-Brown, Angela",@cs.toronto.edu,pc,ASPLOS_17
"Ding, Chen",@cs.rochester.edu,pc,ASPLOS_17
"Eeckhout, Lieven",@ugent.be,pc,ASPLOS_17
"Elnozahy, Elmootazbellah",@kaust.edu.sa,pc,ASPLOS_17
"Jerger, Natalie Enright",@eecg.toronto.edu,pc,ASPLOS_17
"Fletcher, Christopher W.",@mit.edu,pc,ASPLOS_17
"Flinn, Jason",@umich.edu,pc,ASPLOS_17
"Gavrilovska, Ada",@cc.gatech.edu,pc,ASPLOS_17
"Guo, Qi",,pc,ASPLOS_17
"Gurumurthi, Sudhanva",@virginia.edu,pc,ASPLOS_17
"Hazelwood, Kim",@fb.com,pc,ASPLOS_17
"Hsieh, Wilson",@google.com,pc,ASPLOS_17
"Hunter, Hillery",@hunter.cuny.edu,pc,ASPLOS_17
"Kim, Martha A.",@cs.columbia.edu,pc,ASPLOS_17
"Lee, Benjamin C.",@duke.edu,pc,ASPLOS_17
"Lu, Shan",@uchicago.edu,pc,ASPLOS_17
"Manne, Srilatha",,pc,ASPLOS_17
"Moseley, Tipp",,pc,ASPLOS_17
"Nellans, David",@nellans.org,pc,ASPLOS_17
"Oskin, Mark",@cs.washington.edu,pc,ASPLOS_17
"Regehr, John",@cs.utah.edu,pc,ASPLOS_17
"Sampson, Adrian",@cornell.edu,pc,ASPLOS_17
"Sarkar, Vivek",@rice.edu,pc,ASPLOS_17
"Shapiro, Marc",@acm.org,pc,ASPLOS_17
"Shen, Xipeng",@ncsu.edu,pc,ASPLOS_17
"Shriraman, Arrvindh",@cs.sfu.ca,pc,ASPLOS_17
"Solar-Lezama, Armando",@csail.mit.edu,pc,ASPLOS_17
"Solihin, Yan",@ncsu.edu,pc,ASPLOS_17
"Strauss, Karin",,pc,ASPLOS_17
"Swift, Michael M.",@cs.wisc.edu,pc,ASPLOS_17
"Tang, Lingjia",@umich.edu,pc,ASPLOS_17
"Tiwari, Mohit",@austin.utexas.edu,pc,ASPLOS_17
"Volos, Haris",@cs.wisc.edu,pc,ASPLOS_17
"Witchel, Emmett",@cs.utexas.edu,pc,ASPLOS_17
"Wu, Ming",@microsoft.com,pc,ASPLOS_17
"Xu, Guoqing Harry",@ics.uci.edu,pc,ASPLOS_17
"Zhou, Lidong",@microsoft.com,pc,ASPLOS_17
"Zhou, Jingren",,keynote,ASPLOS_17
"Bianchini, Ricardo",,keynote,ASPLOS_17
"Chen, Yunji",,session,ASPLOS_17
"Blackburn, Steve",,session,ASPLOS_17
"Sarkar, Vivek",@rice.edu,session,ASPLOS_17
"Strauss, Karin",,session,ASPLOS_17
"Liang, Yun",@pku.edu.cn,session,ASPLOS_17
"Chen, Wenguang",,session,ASPLOS_17
"Shen, Xipeng",@ncsu.edu,session,ASPLOS_17
"Carter, John",@us.ibm.com,session,ASPLOS_17
"Swift, Michael M.",@cs.wisc.edu,session,ASPLOS_17
"Sampson, Adrian",@cornell.edu,session,ASPLOS_17
"Lu, Shan",@uchicago.edu,session,ASPLOS_17
"Tang, Lingjia",@umich.edu,session,ASPLOS_17
"Lee, Dongyoon",@vt.edu,session,ASPLOS_17
"Bao, Yungyang",,session,ASPLOS_17
"Xu, Guoqing Harry",@ics.uci.edu,session,ASPLOS_17
"Hua, Yu",@hust.edu.cn,session,ASPLOS_17
"Delimitrou, Christina",@cornell.edu,session,ASPLOS_17
"Cherupalli, Hari",@umn.edu,author,ASPLOS_17_001
"Duwe, Henry",,author,ASPLOS_17_001
"Ye, Weidong",@illinois.edu,author,ASPLOS_17_001
"Kumar, Rakesh",@illinois.edu,author,ASPLOS_17_001
"Sartori, John",@umn.edu,author,ASPLOS_17_001
"Chen, Quan",@sjtu.edu.cn,author,ASPLOS_17_002
"Yang, Hailong",@snnu.edu.cn,author,ASPLOS_17_002
"Guo, Minyi",@cs.sjtu.edu.cn,author,ASPLOS_17_002
"Kannan, Ram Srivatsa",@umich.edu,author,ASPLOS_17_002
"Mars, Jason",@umich.edu,author,ASPLOS_17_002
"Tang, Lingjia",@umich.edu,author,ASPLOS_17_002
"Kanev, Svilen",@eecs.harvard.edu,author,ASPLOS_17_003
"Xi, Sam Likun",@fas.harvard.edu,author,ASPLOS_17_003
"Wei, Gu-Yeon",@eecs.harvard.edu,author,ASPLOS_17_003
"Brooks, David",@eecs.harvard.edu,author,ASPLOS_17_003
"Wen, Shasha",,author,ASPLOS_17_004
"Chabbi, Milind",@rice.edu,author,ASPLOS_17_004
"Liu, Xu",@cs.wm.edu,author,ASPLOS_17_004
"Bhattacharjee, Abhishek",@cs.rutgers.edu,author,ASPLOS_17_005
"Kim, Channoh",@skku.edu,author,ASPLOS_17_006
"Kim, Jaehyeok",@skku.edu,author,ASPLOS_17_006
"Kim, Sungmin",@skku.edu,author,ASPLOS_17_006
"Kim, Dooyoung",@jh.edu,author,ASPLOS_17_006
"Kim, Namho",@snu.ac.kr,author,ASPLOS_17_006
"Na, Gitae",,author,ASPLOS_17_006
"Oh, Young H.",@skku.edu,author,ASPLOS_17_006
"Cho, Hyeon Gyu",,author,ASPLOS_17_006
"Lee, Jae W.",@snu.ac.kr,author,ASPLOS_17_006
"Seo, Jihye",@kaist.ac.kr,author,ASPLOS_17_007
"Kim, Wook-Hee",@unist.ac.kr,author,ASPLOS_17_007
"Baek, Woongki",@unist.ac.kr,author,ASPLOS_17_007
"Nam, Beomseok",@unist.ac.kr,author,ASPLOS_17_007
"Noh, Sam H.",@unist.ac.kr,author,ASPLOS_17_007
"Nguyen, Donald",,author,ASPLOS_17_008
"Pingali, Keshav",@cs.utexas.edu,author,ASPLOS_17_008
"Trippel, Caroline",@princeton.edu,author,ASPLOS_17_009
"Manerkar, Yatin A.",,author,ASPLOS_17_009
"Pellauer, Michael",,author,ASPLOS_17_009
"Lustig, Daniel",@nvidia.com,author,ASPLOS_17_009
"Martonosi, Margaret",@princeton.edu,author,ASPLOS_17_009
"Nalli, Sanketh",@cs.wisc.edu,author,ASPLOS_17_010
"Haria, Swapnil",@cs.wisc.edu,author,ASPLOS_17_010
"Swift, Michael M.",@cs.wisc.edu,author,ASPLOS_17_010
"Hill, Mark D.",@cs.wisc.edu,author,ASPLOS_17_010
"Volos, Haris",@cs.wisc.edu,author,ASPLOS_17_010
